,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
5,2d16059c,201502,Stores,B,13.583,2,213,3,74,40,96,0.0894,0.0078,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,82.0,0.0,Spring
6,3185738c,201502,Stores,A,16.958,0,4,4,0,0,0,0.0389,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
8,3504ea86,201502,Stores,B,14.482999999999999,0,90,6,15,41,28,0.1321,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,5.0,0.0,Spring
10,3ae20ac,201502,Stores,B,12.908,4,193,51,2,67,73,0.8259,0.0194,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,18.0,0.0,Spring
16,41ab9b25,201502,Stores,B,12.232000000000001,3,59,20,20,0,19,0.2332,0.0155,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,6.0,0.0,Spring
41,b2631d43,201502,Online,B,11.557,2,6,0,6,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,5.0,0.0,Spring
42,b2631d43,201502,Stores,A,12.007,0,2,2,0,0,0,0.0466,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
43,b2631d43,201502,Stores,B,11.557,30,178,49,39,90,0,0.65875,0.1516,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,82.0,0.0,Spring
44,b2f88060,201502,Stores,A,15.158,0,2,2,0,0,0,0.0622,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
46,b4b494ad,201502,Stores,B,13.133,5,238,50,1,129,58,0.58105,0.0466,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,46.0,0.0,Spring
55,dac833dd,201502,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
66,ed4915d9,201502,Online,B,14.482999999999999,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,1.0,0.0,Spring
80,1486ab7a,201503,Stores,B,12.683,2,208,18,25,73,92,0.3692,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,92.0,0.0,Spring
81,17d303a5,201503,Stores,A,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
88,2d16059c,201503,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
89,2d16059c,201503,Stores,A,14.482999999999999,2,2,2,0,0,0,0.0428,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Spring
90,2d16059c,201503,Stores,B,13.583,82,162,47,75,0,40,0.6704,0.4042,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,133.0,0.0,Spring
92,3185738c,201503,Stores,A,16.958,2,4,4,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
95,3504ea86,201503,Stores,B,14.482999999999999,5,109,11,15,41,42,0.2604,0.0233,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,10.0,0.0,Spring
98,3ae20ac,201503,Stores,A,13.583,2,9,9,0,0,0,0.2876,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,4.0,0.0,Spring
99,3ae20ac,201503,Stores,B,12.908,18,192,62,64,0,66,0.514975,0.1244,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,24.0,0.0,Spring
107,41ab9b25,201503,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
108,41ab9b25,201503,Stores,B,12.232000000000001,6,38,19,19,0,0,0.2332,0.0311,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,7.0,0.0,Spring
110,452a022f,201503,Stores,A,12.908,6,22,22,0,0,0,0.3109,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,11.0,0.0,Spring
111,452a022f,201503,Stores,B,12.232000000000001,66,349,140,51,77,81,0.53245,0.1749,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,111.0,0.0,Spring
117,59dcb7fc,201503,Stores,B,11.557,5,131,28,17,35,51,0.5402,0.0233,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,35.0,0.0,Spring
145,b2631d43,201503,Online,B,11.557,5,5,0,5,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,3.0,0.0,Spring
146,b2631d43,201503,Stores,A,12.007,4,1,1,0,0,0,0.0428,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
147,b2631d43,201503,Stores,B,11.557,82,215,52,73,45,45,0.6607,0.3731,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,81.0,0.0,Spring
148,b2f88060,201503,Stores,A,15.158,2,2,2,0,0,0,0.0622,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Spring
151,b4b494ad,201503,Stores,A,14.033,2,2,2,0,0,0,0.0311,0.0078,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
152,b4b494ad,201503,Stores,B,13.133,46,223,53,41,83,46,0.6568,0.3692,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,69.0,0.0,Spring
169,dac833dd,201503,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
170,dac833dd,201503,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
188,ed4915d9,201503,Online,B,14.482999999999999,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,2.0,0.0,Spring
205,1486ab7a,201504,Stores,A,13.357999999999999,3,2,2,0,0,0,0.0428,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,4.0,0.0,Spring
206,1486ab7a,201504,Stores,B,12.683,92,151,59,19,73,0,0.6549,0.3031,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,98.0,0.0,Spring
207,17d303a5,201504,Stores,A,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
218,2d16059c,201504,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
219,2d16059c,201504,Stores,A,14.482999999999999,4,2,2,0,0,0,0.0428,0.0155,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Spring
220,2d16059c,201504,Stores,B,13.583,133,107,68,39,0,0,0.6821,0.6024,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,145.0,0.0,Spring
223,3185738c,201504,Stores,A,16.958,3,4,4,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
227,3504ea86,201504,Online,B,14.033,1,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,5.0,0.0,Spring
228,3504ea86,201504,Stores,A,15.833,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
229,3504ea86,201504,Stores,B,14.482999999999999,10,64,11,53,0,0,0.2837,0.0466,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,13.0,0.0,Spring
234,3ae20ac,201504,Online,B,12.457,3,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,7.0,0.0,Spring
235,3ae20ac,201504,Stores,A,13.583,4,9,9,0,0,0,0.2876,0.0233,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,6.0,0.0,Spring
236,3ae20ac,201504,Stores,B,12.908,24,123,60,63,0,0,0.514975,0.2176,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,35.0,0.0,Spring
245,3e968b1a,201504,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Spring
249,41ab9b25,201504,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
250,41ab9b25,201504,Stores,B,12.232000000000001,7,38,20,18,0,0,0.2332,0.0311,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,8.0,0.0,Spring
254,452a022f,201504,Online,B,11.782,14,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,16.0,0.0,Spring
255,452a022f,201504,Stores,A,12.908,11,21,21,0,0,0,0.3148,0.0272,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,17.0,0.0,Spring
256,452a022f,201504,Stores,B,12.232000000000001,111,259,137,45,77,0,0.5412,0.3148,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,128.0,0.0,Spring
269,59dcb7fc,201504,Online,B,11.557,3,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
270,59dcb7fc,201504,Stores,B,11.557,35,93,32,26,15,20,0.5752,0.1516,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,37.0,0.0,Spring
274,5ecbfa2b,201504,Stores,B,12.232000000000001,2,91,10,0,82,-1,0.1982,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,52.0,0.0,Spring
278,6a63337,201504,Online,B,12.007,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,4.0,0.0,Spring
297,858932,201504,Stores,B,10.882,18,177,42,4,65,66,0.71705,0.3809,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,154.0,0.0,Spring
325,b2631d43,201504,Online,B,11.557,3,5,0,5,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,5.0,0.0,Spring
326,b2631d43,201504,Stores,A,12.007,4,1,1,0,0,0,0.0428,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
327,b2631d43,201504,Stores,B,11.557,81,206,46,116,0,44,0.65295,0.4508,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,72.0,0.0,Spring
328,b2f88060,201504,Online,B,13.583,5,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,9.0,0.0,Spring
329,b2f88060,201504,Stores,A,15.158,3,2,2,0,0,0,0.0622,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
335,b4b494ad,201504,Online,B,13.133,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
336,b4b494ad,201504,Stores,A,14.033,2,2,2,0,0,0,0.0311,0.0117,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,3.0,0.0,Spring
337,b4b494ad,201504,Stores,B,13.133,69,173,52,37,83,1,0.6568,0.7384,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,73.0,0.0,Spring
364,dac833dd,201504,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
365,dac833dd,201504,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
387,ed4915d9,201504,Online,B,14.482999999999999,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,2.0,0.0,Spring
413,1486ab7a,201505,Stores,A,13.357999999999999,4,2,2,0,0,0,0.0466,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,4.0,0.0,Spring
414,1486ab7a,201505,Stores,B,12.683,98,172,59,41,35,37,0.65875,0.3342,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,95.0,0.0,Spring
415,17d303a5,201505,Stores,A,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
427,2d16059c,201505,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
428,2d16059c,201505,Stores,A,14.482999999999999,4,2,2,0,0,0,0.0428,0.0194,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Spring
429,2d16059c,201505,Stores,B,13.583,145,93,65,28,0,0,0.67625,0.6452,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,120.0,0.0,Spring
433,3185738c,201505,Stores,A,16.958,3,4,4,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
437,3504ea86,201505,Online,B,14.033,5,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,5.0,0.0,Spring
438,3504ea86,201505,Stores,A,15.833,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
439,3504ea86,201505,Stores,B,14.482999999999999,13,63,11,52,0,0,0.2954,0.0583,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,12.0,0.0,Spring
444,3ae20ac,201505,Online,B,12.457,7,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,6.0,0.0,Spring
445,3ae20ac,201505,Stores,A,13.583,6,9,9,0,0,0,0.3109,0.0428,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,5.0,0.0,Spring
446,3ae20ac,201505,Stores,B,12.908,35,118,59,59,0,0,0.538275,0.2954,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,29.0,0.0,Spring
455,3e968b1a,201505,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Spring
459,41ab9b25,201505,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
460,41ab9b25,201505,Stores,B,12.232000000000001,8,36,19,17,0,0,0.2332,0.0389,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,7.0,0.0,Spring
465,452a022f,201505,Online,B,11.782,16,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,24.0,0.0,Spring
466,452a022f,201505,Stores,A,12.908,17,20,20,0,0,0,0.3148,0.0428,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,20.0,0.0,Spring
467,452a022f,201505,Stores,B,12.232000000000001,128,240,129,35,77,-1,0.5344,0.3731,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,149.0,0.0,Spring
482,59dcb7fc,201505,Online,B,11.557,4,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
483,59dcb7fc,201505,Stores,A,12.007,2,1,1,0,0,0,0.0117,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
484,59dcb7fc,201505,Stores,B,11.557,37,73,34,25,15,-1,0.5946,0.1555,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,33.0,0.0,Spring
488,5c5c4173,201505,Stores,B,16.283,0,35,4,12,0,19,0.0428,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
490,5ecbfa2b,201505,Stores,A,12.908,2,6,6,0,0,0,0.1127,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
491,5ecbfa2b,201505,Stores,B,12.232000000000001,52,177,54,41,41,41,0.60435,0.2099,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,59.0,0.0,Spring
495,6a63337,201505,Online,B,12.007,4,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,3.0,0.0,Spring
514,858932,201505,Online,B,10.882,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Spring
515,858932,201505,Stores,A,11.107000000000001,6,2,2,0,0,0,0.0972,0.07,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,4.0,0.0,Spring
516,858932,201505,Stores,B,10.882,154,111,45,1,65,0,0.90165,0.754,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,116.0,0.0,Spring
551,a6b1ad10,201505,Stores,B,16.283,15,170,48,19,24,79,0.57715,0.0777,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,111.0,0.0,Spring
555,b2631d43,201505,Online,B,11.557,5,5,0,5,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,3.0,0.0,Spring
556,b2631d43,201505,Stores,A,12.007,4,1,1,0,0,0,0.0466,0.0194,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
557,b2631d43,201505,Stores,B,11.557,72,149,53,96,0,0,0.65875,0.4353,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,70.0,0.0,Spring
558,b2f88060,201505,Online,B,13.583,9,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,12.0,0.0,Spring
559,b2f88060,201505,Stores,A,15.158,2,2,2,0,0,0,0.0622,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Spring
566,b4b494ad,201505,Online,B,13.133,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
567,b4b494ad,201505,Stores,A,14.033,3,1,1,0,0,0,0.0311,0.0155,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,3.0,0.0,Spring
568,b4b494ad,201505,Stores,B,13.133,73,165,48,34,83,0,0.6568,0.7384,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,71.0,0.0,Spring
607,dac833dd,201505,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
608,dac833dd,201505,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
631,ed4915d9,201505,Online,B,14.482999999999999,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,4.0,0.0,Spring
664,1486ab7a,201506,Stores,A,13.357999999999999,4,2,2,0,0,0,0.0466,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,4.0,0.0,Spring
665,1486ab7a,201506,Stores,B,12.683,95,129,70,24,35,0,0.6607,0.3187,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,82.0,0.0,Spring
667,17d303a5,201506,Stores,A,13.357999999999999,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
682,2d16059c,201506,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
683,2d16059c,201506,Stores,A,14.482999999999999,4,2,2,0,0,0,0.0428,0.0155,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Spring
684,2d16059c,201506,Stores,B,13.583,120,82,63,20,0,-1,0.6782,0.5869,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,95.0,0.0,Spring
688,3185738c,201506,Stores,A,16.958,3,4,4,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
692,3504ea86,201506,Online,B,14.033,5,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,6.0,0.0,Spring
693,3504ea86,201506,Stores,A,15.833,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
694,3504ea86,201506,Stores,B,14.482999999999999,12,61,11,51,0,-1,0.2954,0.0622,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,11.0,0.0,Spring
699,3ae20ac,201506,Online,B,12.457,6,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,6.0,0.0,Spring
700,3ae20ac,201506,Stores,A,13.583,5,9,9,0,0,0,0.3148,0.035,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Spring
701,3ae20ac,201506,Stores,B,12.908,29,116,60,56,0,0,0.5441,0.2487,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,21.0,0.0,Spring
710,3e968b1a,201506,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Spring
714,41ab9b25,201506,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
715,41ab9b25,201506,Stores,B,12.232000000000001,7,36,19,17,0,0,0.2332,0.0389,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,6.0,0.0,Spring
722,452a022f,201506,Online,B,11.782,24,6,0,6,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,38.0,0.0,Spring
723,452a022f,201506,Stores,A,12.908,20,19,19,0,0,0,0.307,0.0505,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,13.0,0.0,Spring
724,452a022f,201506,Stores,B,12.232000000000001,149,296,124,94,0,78,0.53635,0.4197,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,140.0,0.0,Spring
740,59dcb7fc,201506,Online,B,11.557,4,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,3.0,0.0,Spring
741,59dcb7fc,201506,Stores,A,12.007,2,1,1,0,0,0,0.0117,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
742,59dcb7fc,201506,Stores,B,11.557,33,70,32,24,15,-1,0.5946,0.1866,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,36.0,0.0,Spring
746,5c5c4173,201506,Online,B,16.283,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
747,5c5c4173,201506,Stores,B,16.283,3,18,6,12,0,0,0.07,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,5.0,0.0,Spring
749,5ecbfa2b,201506,Stores,A,12.908,3,5,5,0,0,0,0.1127,0.0117,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
750,5ecbfa2b,201506,Stores,B,12.232000000000001,59,171,48,82,0,41,0.60045,0.2526,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,45.0,0.0,Spring
756,6a63337,201506,Online,B,12.007,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,3.0,0.0,Spring
772,7bc7afc3,201506,Stores,B,13.808,20,191,63,3,125,0,0.5616,0.0816,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,95.0,0.0,Spring
781,858932,201506,Online,B,10.882,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,3.0,0.0,Spring
782,858932,201506,Stores,A,11.107000000000001,4,2,2,0,0,0,0.0972,0.0622,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,3.0,0.0,Spring
783,858932,201506,Stores,B,10.882,116,100,33,1,65,1,0.88225,0.7093,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,82.0,0.0,Spring
821,a6b1ad10,201506,Stores,A,18.084,3,2,2,0,0,0,0.0428,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,3.0,0.0,Spring
822,a6b1ad10,201506,Stores,B,16.283,111,87,49,15,24,-1,0.67625,0.478,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,91.0,0.0,Spring
826,b2631d43,201506,Online,B,11.557,3,5,0,5,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Spring
827,b2631d43,201506,Stores,A,12.007,4,2,2,0,0,0,0.0505,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,3.0,0.0,Spring
828,b2631d43,201506,Stores,B,11.557,70,146,64,82,0,0,0.66655,0.4003,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,77.0,0.0,Spring
829,b2f88060,201506,Online,B,13.583,12,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,11.0,0.0,Spring
830,b2f88060,201506,Stores,A,15.158,3,3,3,0,0,0,0.07,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
