,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
35539,a1e750e6,201603,Stores,B,12.683,11,35,12,12,11,0,0.2371,0.0466,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,12.0,0.0,Spring
35540,a202c636,201603,Stores,B,11.332,11,21,9,0,12,0,0.4625,0.0816,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,10.0,0.0,Spring
35557,a50bd9aa,201603,Stores,A,12.908,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,7f5d2de2,6aa9c8d0,2.0,0.0,Spring
35558,a50bd9aa,201603,Stores,B,12.232000000000001,16,230,57,173,0,0,0.66655,0.136,0.0,0.0,L,606565a1,33de6bfe,7f5d2de2,6aa9c8d0,40.0,0.0,Spring
35562,a5d87654,201603,Online,B,12.683,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,2.0,0.0,Spring
35563,a6b1ad10,201603,Stores,B,11.782,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Spring
35567,a7708227,201603,Stores,A,10.261,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Spring
35568,a7708227,201603,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Spring
35571,a7aa82b4,201603,Online,B,15.383,1,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,1.0,0.0,Spring
35572,a7aa82b4,201603,Stores,A,16.958,3,2,2,0,0,0,0.0544,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,3.0,0.0,Spring
35573,a7aa82b4,201603,Stores,B,15.383,70,62,62,0,0,0,0.66655,0.4314,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,60.0,0.0,Spring
35574,a7dc90ae,201603,Stores,A,15.158,11,28,28,0,0,0,0.307,0.0233,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,13.0,0.0,Spring
35575,a7dc90ae,201603,Stores,B,14.033,77,162,149,12,0,1,0.96775,0.2099,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,76.0,0.0,Spring
35599,ab252aa4,201603,Online,B,12.232000000000001,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
35600,ab252aa4,201603,Stores,B,12.232000000000001,6,21,9,12,0,0,0.2176,0.0311,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,7.0,0.0,Spring
35609,ac74a409,201603,Stores,A,11.809000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Spring
35610,ac74a409,201603,Stores,B,11.332,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Spring
35611,acb1119c,201603,Online,B,12.232000000000001,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,1.0,0.0,Spring
35625,af9d745d,201603,Stores,A,11.107000000000001,4,3,3,0,0,0,0.1049,0.0583,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,4.0,0.0,Spring
35626,af9d745d,201603,Stores,B,10.882,56,27,27,0,0,0,0.79285,0.9366,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,60.0,0.0,Spring
35640,b2631d43,201603,Stores,A,10.27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,0.0,0.0,Spring
35641,b2631d43,201603,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
35643,b2f88060,201603,Stores,A,11.13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
35655,b47b5094,201603,Stores,A,11.715,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,0.0,0.0,Spring
35656,b47b5094,201603,Stores,B,11.332,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,0.0,0.0,Spring
35658,b4b494ad,201603,Stores,A,10.27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,0.0,0.0,Spring
35659,b4b494ad,201603,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,0.0,0.0,Spring
35709,bfdbbeef,201603,Stores,A,15.158,0,1,1,0,0,0,0.0311,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,4c5c47f,2.0,0.0,Spring
35710,bfdbbeef,201603,Stores,B,14.033,18,16,16,0,0,0,0.53635,0.1166,0.0,0.0,L,606565a1,33de6bfe,57dedfae,4c5c47f,16.0,0.0,Spring
35720,c1a43ffc,201603,Stores,B,12.007,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,0.0,0.0,Spring
35723,c21df3c7,201603,Online,B,11.557,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,3.0,0.0,Spring
35724,c21df3c7,201603,Stores,A,12.007,2,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,2.0,0.0,Spring
35725,c21df3c7,201603,Stores,B,11.557,31,42,35,7,0,0,0.5752,0.1399,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,29.0,0.0,Spring
35731,c3e3facc,201603,Stores,B,12.683,0,3,0,3,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,0.0,0.0,Spring
35742,c784c469,201603,Stores,A,10.261,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,0.0,0.0,Spring
35743,c784c469,201603,Stores,B,10.207,2,1,1,0,0,0,0.1127,0.0078,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,1.0,0.0,Spring
35745,c809e435,201603,Stores,B,16.283,5,6,3,4,0,-1,0.0933,0.0389,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,4.0,0.0,Spring
35756,c9c2c0a3,201603,Online,B,13.583,2,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
35757,c9c2c0a3,201603,Stores,A,14.482999999999999,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Spring
35758,c9c2c0a3,201603,Stores,B,13.583,55,54,19,35,0,0,0.5169,0.2332,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,55.0,0.0,Spring
35770,cd9350ad,201603,Online,B,14.033,5,4,0,4,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,5.0,0.0,Spring
35771,cd9350ad,201603,Stores,A,15.158,2,1,1,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
35772,cd9350ad,201603,Stores,B,14.033,22,30,30,0,0,0,0.649,0.0622,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,20.0,0.0,Spring
35777,cdf0c36a,201603,Online,B,14.033,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
35787,d0e65351,201603,Online,B,16.283,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,4c5c47f,1.0,0.0,Spring
35788,d0e65351,201603,Stores,B,16.283,2,3,3,0,0,0,0.1749,0.0155,0.0,0.0,L,606565a1,33de6bfe,57dedfae,4c5c47f,2.0,0.0,Spring
35813,d64bccc0,201603,Stores,A,12.457,12,15,15,0,0,0,0.3304,0.0583,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,8.0,0.0,Spring
35814,d64bccc0,201603,Stores,B,12.007,132,966,123,219,624,0,0.612125,0.5791,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,134.0,0.0,Spring
35827,d986b081,201603,Stores,A,16.958,2,1,1,0,0,0,0.0194,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
35828,d986b081,201603,Stores,B,15.383,34,68,35,34,0,-1,0.5869,0.0855,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,36.0,0.0,Spring
35831,da3dc13e,201603,Online,B,11.782,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b8ec0b9c,2.0,0.0,Spring
35832,da3dc13e,201603,Stores,B,11.782,6,24,15,10,0,-1,0.342,0.0389,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b8ec0b9c,7.0,0.0,Spring
35837,dac833dd,201603,Stores,A,12.304,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
35869,e39ab040,201603,Online,B,12.683,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
35879,e699dd6f,201603,Online,B,15.383,4,7,0,7,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Spring
35939,f3160fcf,201603,Stores,B,11.782,2,23,14,9,0,0,0.1943,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,4.0,0.0,Spring
35940,f3c6eaa7,201603,Online,B,12.007,3,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,3.0,0.0,Spring
35941,f3c6eaa7,201603,Stores,A,12.457,14,13,13,0,0,0,0.2643,0.0544,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,16.0,0.0,Spring
35942,f3c6eaa7,201603,Stores,B,12.007,197,302,108,35,160,-1,0.993,0.7656,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,185.0,0.0,Spring
35943,f4419f61,201603,Stores,A,18.084,6,6,6,0,0,0,0.2643,0.035,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,6.0,0.0,Spring
35944,f4419f61,201603,Stores,B,16.283,53,50,47,3,0,0,0.502325,0.3692,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,57.0,0.0,Spring
35957,f5c65eec,201603,Stores,A,12.457,10,9,9,0,0,0,0.2254,0.0389,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,8.0,0.0,Spring
35958,f5c65eec,201603,Stores,B,12.007,83,516,55,1,461,-1,0.7948,0.3187,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,70.0,0.0,Spring
35960,f67f5e3d,201603,Online,B,12.232000000000001,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,1.0,0.0,Spring
35961,f67f5e3d,201603,Stores,A,12.908,2,1,1,0,0,0,0.035,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,2.0,0.0,Spring
35962,f67f5e3d,201603,Stores,B,12.232000000000001,12,30,26,4,0,0,0.8473,0.1244,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,16.0,0.0,Spring
35988,fa60d3d1,201603,Stores,A,10.27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,0.0,0.0,Spring
35989,fa60d3d1,201603,Stores,B,10.207,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,0.0,0.0,Spring
35991,fb75b4ae,201603,Online,B,17.183,1,1,0,1,0,0,0.0039,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,1.0,0.0,Spring
36001,fe4c8bae,201603,Stores,A,11.242,0,1,1,0,0,0,0.0544,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Spring
36002,fe4c8bae,201603,Stores,B,10.882,3,0,0,0,0,0,0.0,0.0155,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Spring
36045,142ca0b5,201604,Stores,B,11.107000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,0.0,0.0,Spring
36047,1486ab7a,201604,Stores,A,10.567,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,0.0,0.0,Spring
36048,1486ab7a,201604,Stores,B,10.432,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,0.0,0.0,Spring
36058,17d303a5,201604,Stores,A,10.261,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Spring
36064,18312720,201604,Online,B,16.283,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
36065,18312720,201604,Stores,A,18.084,2,2,2,0,0,0,0.0583,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Spring
36066,18312720,201604,Stores,B,16.283,40,45,45,0,0,0,0.58105,0.1943,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,36.0,0.0,Spring
36068,19fd722e,201604,Stores,A,10.275,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Spring
36069,19fd722e,201604,Stores,B,10.207,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Spring
36113,23719382,201604,Online,B,12.232000000000001,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Spring
36114,23719382,201604,Stores,A,12.908,10,13,13,0,0,0,0.307,0.1671,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,9.0,0.0,Spring
36115,23719382,201604,Stores,B,12.232000000000001,131,292,97,195,0,0,0.584925,0.8978,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,132.0,0.0,Spring
36124,24d9dd30,201604,Stores,A,16.958,6,3,3,0,0,0,0.0855,0.0233,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,5.0,0.0,Spring
36125,24d9dd30,201604,Stores,B,15.383,72,189,58,86,26,19,0.6335,0.2682,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,71.0,0.0,Spring
36129,25ff65f3,201604,Online,B,13.133,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,3.0,0.0,Spring
36130,25ff65f3,201604,Stores,A,14.033,2,1,1,0,0,0,0.0194,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,2.0,0.0,Spring
36131,25ff65f3,201604,Stores,B,13.133,24,34,22,12,0,0,0.5985,0.1244,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,24.0,0.0,Spring
36134,27039813,201604,Stores,A,12.908,5,7,7,0,0,0,0.2449,0.0311,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b37e83f9,3.0,0.0,Spring
36135,27039813,201604,Stores,B,12.232000000000001,33,180,96,85,0,-1,0.521775,0.2643,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b37e83f9,30.0,0.0,Spring
36138,28cb7e86,201604,Online,B,12.232000000000001,2,4,0,4,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Spring
36139,28cb7e86,201604,Stores,A,12.908,3,4,4,0,0,0,0.0661,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,5.0,0.0,Spring
36140,28cb7e86,201604,Stores,B,12.232000000000001,55,101,75,26,0,0,0.63935,0.1516,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,53.0,0.0,Spring
36152,2a22a265,201604,Stores,B,10.207,1,1,1,0,0,0,0.1283,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,1.0,0.0,Spring
36165,2d16059c,201604,Stores,B,10.882,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Spring
36175,3185738c,201604,Stores,A,12.012,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
36187,3504ea86,201604,Stores,A,11.152000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
36188,3504ea86,201604,Stores,B,10.882,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
36191,3599d9cd,201604,Stores,A,15.833,5,10,10,0,0,0,0.3187,0.0272,0.0,0.0,L,606565a1,33de6bfe,57dedfae,4c5c47f,6.0,0.0,Spring
36192,3599d9cd,201604,Stores,B,14.482999999999999,91,237,69,115,53,0,0.547025,0.5402,0.0,0.0,L,606565a1,33de6bfe,57dedfae,4c5c47f,87.0,0.0,Spring
36216,3ae20ac,201604,Stores,A,10.265999999999998,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,0.0,0.0,Spring
36217,3ae20ac,201604,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,1.0,0.0,Spring
36232,3d1e4b23,201604,Online,B,13.133,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Spring
36237,3e968b1a,201604,Stores,B,10.882,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Spring
36249,41ab9b25,201604,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
36251,41e25c29,201604,Stores,A,10.261,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,0.0,0.0,Spring
36252,41e25c29,201604,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,0.0,0.0,Spring
36254,42e95e31,201604,Stores,A,15.833,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
36255,42e95e31,201604,Stores,B,14.482999999999999,10,314,13,0,302,-1,0.2449,0.0233,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,10.0,0.0,Spring
36258,452a022f,201604,Stores,A,10.567,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
36259,452a022f,201604,Stores,B,10.432,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
36270,4817a875,201604,Stores,A,16.958,4,2,2,0,0,0,0.0505,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Spring
36271,4817a875,201604,Stores,B,15.383,109,114,64,39,0,11,0.6607,0.4042,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,119.0,0.0,Spring
36284,4a4ceff5,201604,Online,B,14.033,1,1,0,1,0,0,0.0039,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,f1c03ddb,1.0,0.0,Spring
36285,4a4ceff5,201604,Stores,A,15.158,2,1,1,0,0,0,0.0155,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,f1c03ddb,2.0,0.0,Spring
36286,4a4ceff5,201604,Stores,B,14.033,10,22,11,11,0,0,0.2837,0.07,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,f1c03ddb,11.0,0.0,Spring
36290,4ac787d4,201604,Online,B,13.133,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
36291,4ac787d4,201604,Stores,A,14.033,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,1.0,0.0,Spring
36292,4ac787d4,201604,Stores,B,13.133,6,23,16,8,0,-1,0.2526,0.0505,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,5.0,0.0,Spring
36308,4d7755c7,201604,Online,B,11.782,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Spring
36309,4d7755c7,201604,Stores,B,11.782,7,16,15,2,0,-1,0.2993,0.0311,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,7.0,0.0,Spring
36325,523d5fe4,201604,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Spring
36326,523d5fe4,201604,Stores,B,11.332,2,1,1,0,0,0,0.1827,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Spring
36338,5558d093,201604,Online,B,11.107000000000001,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,1.0,0.0,Spring
36339,5558d093,201604,Stores,A,11.445,2,5,5,0,0,0,0.1283,0.0233,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Spring
36340,5558d093,201604,Stores,B,11.107000000000001,23,55,55,0,0,0,0.5752,0.5247,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,19.0,0.0,Spring
36345,5.72E+49,201604,Online,B,14.933,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Spring
36346,5.72E+49,201604,Stores,A,16.283,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,0.0,0.0,Spring
36347,5.72E+49,201604,Stores,B,14.933,19,27,14,14,0,-1,0.2371,0.0505,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,16.0,0.0,Spring
36356,585f3cf6,201604,Stores,B,16.283,4,31,10,21,0,0,0.2099,0.0078,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,5.0,0.0,Spring
36364,59b66017,201604,Online,B,14.482999999999999,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,2.0,0.0,Spring
36365,59c6603b,201604,Online,B,14.482999999999999,1,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Spring
36366,59c6603b,201604,Stores,A,15.833,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
36367,59c6603b,201604,Stores,B,14.482999999999999,12,34,17,17,0,0,0.2332,0.0272,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,12.0,0.0,Spring
36370,59dcb7fc,201604,Stores,A,10.27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,1.0,0.0,Spring
36371,59dcb7fc,201604,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,1.0,0.0,Spring
36387,5c15867f,201604,Stores,B,10.207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,1.0,0.0,Spring
36390,5c5c4173,201604,Stores,B,13.583,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
36393,5ce5328b,201604,Stores,B,10.207,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,0.0,0.0,Spring
36397,5d990178,201604,Online,B,11.782,3,1,0,1,0,0,0.0039,0.0039,0.22499999999999964,-0.22499999999999964,L,606565a1,33de6bfe,83b19c60,df747ddd,3.0,-0.22499999999999964,Spring
36398,5e992859,201604,Online,B,11.107000000000001,6,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,5.0,0.0,Spring
36399,5e992859,201604,Stores,A,11.445,6,2,2,0,0,0,0.1593,0.0544,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,3.0,0.0,Spring
36400,5e992859,201604,Stores,B,11.107000000000001,15,8,8,0,0,0,0.5072,0.1555,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,11.0,0.0,Spring
36401,5ecbfa2b,201604,Stores,A,10.567,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
36402,5ecbfa2b,201604,Stores,B,10.432,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Spring
36412,5fdaa97b,201604,Online,B,12.683,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b8ec0b9c,2.0,0.0,Spring
36413,5fdaa97b,201604,Stores,A,13.357999999999999,14,5,5,0,0,0,0.2487,0.0894,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b8ec0b9c,10.0,0.0,Spring
36414,5fdaa97b,201604,Stores,B,12.683,63,62,57,5,0,0,0.53245,0.3964,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b8ec0b9c,54.0,0.0,Spring
