"","Date","actural_return","predicted_return","historic_mean","f_err","r_err","RMSE_svm","se_svm","se_mean","RMSE_diff"
"1",12655,-2.15,0.246479482742427,0.184444444444444,-2.39647948274243,-2.33444444444444,2.39647948274243,5.74311391120541,5.44963086419753,-0.0620350382979828
"2",12656,-0.87,0.237320554108166,0.17797783933518,-1.10732055410817,-1.04797783933518,1.86671807201246,1.22615880955042,1.09825755173763,-0.0573136926744464
"3",12657,0.8,0.232209173244675,0.172465373961219,0.567790826755325,0.627534626038781,1.55902310691699,0.322386422947496,0.393799706877633,-0.0378735281649216
"4",12660,-0.88,0.234024399092061,0.173130193905817,-1.11402439909206,-1.05313019390582,1.46054009748755,1.24105036177243,1.1090832053161,-0.0418460388433934
"5",12661,-1.43,0.231068557051795,0.17016620498615,-1.66106855705179,-1.60016620498615,1.50278795954066,2.75914875122613,2.56053188357978,-0.0459898807590675
"6",12662,-0.87,0.220441527802773,0.166897506925208,-1.09044152780277,-1.03689750692521,1.44227372472881,1.18906272555684,1.07515643986771,-0.0466579913470437
"7",12663,0.29,0.212903811932759,0.16005540166205,0.0770961880672412,0.12994459833795,1.33560391928538,0.00594382221449942,0.0168855986372112,-0.0425816981630069
"8",12664,1.01,0.21123166175836,0.157673130193906,0.79876833824164,0.852326869806094,1.28086375459348,0.638030858177312,0.726461092993455,-0.0343783784655163
"9",12668,-1.16,0.208784605810566,0.158421052631579,-1.36878460581057,-1.31842105263158,1.29092847550188,1.87357129710399,1.73823407202216,-0.0362465585192371
"10",12669,0.78,0.198159397921838,0.150692520775623,0.581840602078162,0.629307479224377,1.23842664078181,0.338538486226678,0.396027903407739,-0.0316098229243138
"11",12670,-0.13,0.201979351638903,0.147340720221607,-0.331979351638903,-0.277340720221607,1.18502841300405,0.110210289914587,0.0769178750930395,-0.0313392239741137
"12",12671,-0.9,0.202110176157349,0.148005540166205,-1.10211017615735,-1.0480055401662,1.17834143949187,1.21464684038958,1.09831561221906,-0.0330866714035294
"13",12674,-0.54,0.196672295547129,0.14595567867036,-0.736672295547129,-0.68595567867036,1.1504028942175,0.542686071026677,0.470535193100114,-0.0337514094701801
"14",12675,0.98,0.192182940590832,0.142797783933518,0.787817059409168,0.837202216066482,1.12837444286676,0.620655719096109,0.700907550586628,-0.0293247056055257
"15",12676,1.73,0.189739718051843,0.143407202216066,1.54026028194816,1.58659279778393,1.16039091409045,2.37240173614702,2.51727670597985,-0.0223217522900634
"16",12677,0.46,0.189827297400665,0.143213296398892,0.270172702599335,0.316786703601108,1.1255720598818,0.0729932892298287,0.100353815578456,-0.0207990325365326
"17",12678,-0.06,0.187091667158219,0.138975069252078,-0.247091667158219,-0.198975069252078,1.09360853528889,0.0610542919790281,0.0395910781838691,-0.0207353683598466
"18",12681,0.23,0.18206737722155,0.125872576177285,0.0479326227784502,0.104127423822715,1.06285650803469,0.00229753632642121,0.0108425203919553,-0.0199223812726019
"19",12682,-1.02,0.181481782932167,0.122742382271468,-1.20148178293217,-1.14274238227147,1.070600168494,1.44355847471786,1.30586015223947,-0.0221760673330109
"20",12683,1.47,0.171495359488218,0.118698060941828,1.29850464051178,1.35130193905817,1.08313489455928,1.68611430143063,1.82601693050238,-0.0175203828217643
"21",12684,-0.13,0.17119538574979,0.116288088642659,-0.30119538574979,-0.246288088642659,1.05907287974044,0.0907186603969647,0.0606578226072544,-0.0177517505716878
"22",12685,1.12,0.169400464600021,0.111551246537396,0.950599535399979,1.0084487534626,1.05438439888226,0.903639476702656,1.01696888836028,-0.0145349241224964
"23",12688,-0.04,0.168342986944725,0.113185595567867,-0.208342986944725,-0.153185595567867,1.0321229479667,0.0434068002090498,0.0234658266894821,-0.0146286195951764
"24",12689,0.59,0.164372623334277,0.104875346260388,0.425627376665723,0.485124653739612,1.01412005365314,0.181158663767345,0.235345929665979,-0.0131387805217329
"25",12690,0.61,0.162198114709046,0.0947645429362881,0.447801885290954,0.515235457063712,0.997658741770654,0.200526528470132,0.265467576215652,-0.0115027339088059
"26",12691,0.8,0.161587732347147,0.0934072022160665,0.638412267652853,0.706592797783934,0.986264209203964,0.407570223489658,0.499273381880127,-0.0093801286480969
"27",12692,0.22,0.158691379025689,0.0935457063711911,0.0613086209743113,0.126454293628809,0.967899656114561,0.00375874700577176,0.015990688377161,-0.00896784557188457
"28",12695,0.1,0.15403625261087,0.0897506925207756,-0.0540362526108699,0.0102493074792244,0.950513451713575,0.00291991659622574,0.000105048303803685,-0.0088591150233257
"29",12696,-0.5,0.148988124953535,0.0831024930747922,-0.648988124953535,-0.583102493074792,0.941724547896359,0.421185586330705,0.340008517430038,-0.0101339645938094
"30",12697,0.55,0.152121825623847,0.0772299168975069,0.397878174376154,0.472770083102493,0.928741364084611,0.158307041644901,0.223511551476738,-0.00875076660515384
"31",12698,0.18,0.148294092907774,0.0820775623268698,0.0317059070922261,0.0979224376731302,0.913656618376469,0.00100526454454087,0.00958880379984807,-0.00845534353313138
"32",12699,-0.88,0.150413873208286,0.0781994459833795,-1.03041387320829,-0.958199445983379,0.917530204807603,1.0617527501001,0.918146178282855,-0.0106258554272333
"33",12702,0.24,0.151913280113618,0.0770083102493075,0.0880867198863823,0.162991689750693,0.903651396410064,0.00775927022034198,0.026566290927786,-0.0101431210837358
"34",12703,0.01,0.158112356474932,0.0821606648199446,-0.148112356474932,-0.0721606648199446,0.890625526969634,0.0219372701405573,0.00520716154725639,-0.0102681560505008
"35",12704,0.53,0.158425165234787,0.0899168975069252,0.371574834765214,0.440083102493075,0.880054187514913,0.138067857830796,0.19367313709993,-0.00918167666852954
"36",12705,0.76,0.165149718494795,0.0915512465373961,0.594850281505205,0.668448753462604,0.873390343417464,0.353846857406822,0.446823736005709,-0.00750148906698789
"37",12706,0.67,0.165578592511437,0.0985041551246537,0.504421407488563,0.571495844875346,0.865488861505423,0.254440956332743,0.326607500709786,-0.00622937843857307
"38",12709,0.23,0.167633282482775,0.0985318559556787,0.0623667175172251,0.131468144044321,0.85408485149283,0.00388960745387335,0.0172838728984584,-0.00593861185590239
"39",12710,1.22,0.164170820259139,0.0992797783933518,1.05582917974086,1.12072022160665,0.859849282137079,1.11477525679226,1.25601381511805,-0.00362933256283471
"40",12711,1.04,0.170648066991438,0.0996398891966759,0.869351933008562,0.940360110803324,0.86008812797149,0.755772783425723,0.88427713799004,-0.00166415612107063
"41",12712,0.3,0.17490342743853,0.103905817174515,0.12509657256147,0.196094182825485,0.849759114612772,0.015649152466627,0.0384529285379946,-0.00131546705342722
"42",12713,-0.07,0.175220727283199,0.105235457063712,-0.245220727283199,-0.175235457063712,0.840434211366165,0.0601332050893009,0.030707465412328,-0.00171595723912332
"43",12716,-1.62,0.169833685280869,0.105069252077562,-1.78983368528087,-1.72506925207756,0.874301721290584,3.2035046209661,2.97586392446344,-0.00464938583382768
"44",12717,0.82,0.164226628350143,0.0950969529085873,0.655773371649857,0.724903047091413,0.869944998373554,0.430038714965021,0.525484427682415,-0.00331388564719748
"45",12718,0.43,0.161513963450694,0.0965927977839335,0.268486036549306,0.333407202216066,0.861155218431215,0.0720847518219555,0.111160362489545,-0.00276735315398846
"46",12719,0.45,0.157617084179491,0.0937119113573407,0.292382915820509,0.356288088642659,0.852833661974734,0.0854877694637029,0.126941202108639,-0.00220373006758801
"47",12720,1.44,0.156326222121202,0.091218836565097,1.2836737778788,1.3487811634349,0.864239674424085,1.64781836801363,1.81921062683681,-1.58859881880247e-05
"48",12723,0.88,0.164891452597711,0.0931301939058172,0.715108547402289,0.786869806094183,0.861396157560192,0.511380234567812,0.619164091742697,0.0012868380892801
"49",12724,0.19,0.162881170061312,0.0976731301939058,0.0271188299386876,0.0923268698060942,0.852569893758092,0.000735430937243458,0.00852425088819147,0.00136670354015489
"50",12725,-0.01,0.161575985288703,0.0944321329639889,-0.171575985288703,-0.104432132963989,0.844349857370975,0.0294383187277892,0.0109060703954083,0.00113324675891224
"51",12726,0.41,0.163666590964498,0.092797783933518,0.246333409035502,0.317202216066482,0.836742214742324,0.0606801484070519,0.100617245877487,0.00158830660718356
"52",12727,-1.19,0.168981938803874,0.0952354570637119,-1.35898193880387,-1.28523545706371,0.849817244386216,1.84683190999514,1.65183018009377,-0.00067139080036005
"53",12730,0.19,0.169935661884125,0.0946814404432133,0.0200643381158749,0.0953185595567867,0.841766434666887,0.00040257766402815,0.0090856277959807,-0.000567638000108062
"54",12731,1.05,0.16993488168993,0.103462603878116,0.88006511831007,0.946537396121884,0.842491491666584,0.774514612466118,0.895933042257196,0.000777610679666196
"55",12732,0.32,0.178395004606015,0.10617728531856,0.141604995393985,0.21382271468144,0.835015680912881,0.0200519747205304,0.0457201533137407,0.00104945593399963
"56",12733,-0.44,0.175881387154756,0.110027700831025,-0.615881387154756,-0.550027700831025,0.831609081286907,0.379309883043666,0.302530471681463,0.000211219205967117
"57",12734,1.28,0.173630044706051,0.106315789473684,1.10636995529395,1.17368421052632,0.837206923492476,1.22405447797714,1.37753462603878,0.00181229628104462
"58",12737,-0.01,0.182045512455613,0.109362880886427,-0.192045512455613,-0.119362880886427,0.830341237967729,0.0368814788543388,0.0142474973335073,0.00156126391292999
"59",12738,0.74,0.18115985138972,0.111745152354571,0.55884014861028,0.628254847645429,0.826482883608239,0.31230231169876,0.394704153589982,0.0023849062053497
"60",12739,0.42,0.178212685488971,0.112603878116343,0.241787314511029,0.307396121883657,0.820160802956799,0.0584611054584551,0.0944923757491118,0.00272820679468289
"61",12740,-0.91,0.178747088190394,0.109058171745152,-1.08874708819039,-1.01905817174515,0.825268905847153,1.18537022204306,1.03847955740057,0.00121147385100884
"62",12741,-1.64,0.174362192720861,0.10612188365651,-1.81436219272086,-1.74612188365651,0.850399383883854,3.29191016637485,3.04894163258416,-0.00114733599614303
"63",12744,-1.19,0.164181902369046,0.101274238227147,-1.35418190236905,-1.29127423822715,0.860702127331216,1.83380862470385,1.6673891583091,-0.00265349502390322
"64",12745,1.2,0.1643417427254,0.0941274238227147,1.0356582572746,1.10587257617729,0.863708407115316,1.07258802586106,1.22295415474099,-0.00123971343328877
"65",12746,-0.49,0.170147266530176,0.10191135734072,-0.660147266530176,-0.59191135734072,0.860941309666743,0.435794413507264,0.350359054948934,-0.0019893283799739
"66",12748,0.64,0.173398910805447,0.101606648199446,0.466601089194553,0.538393351800554,0.856322409823332,0.217716576437543,0.289867401263035,-0.00133020445895682
"67",12751,-1.8,0.180430367283146,0.108781163434903,-1.98043036728315,-1.9087811634349,0.883675474224622,3.92210443965726,3.6434455298839,-0.00362954740986654
"68",12752,0.08,0.176046658521216,0.108614958448753,-0.0960466585212158,-0.0286149584487535,0.87723112179914,0.00922496061309104,0.000818815847023887,-0.00367319544646172
"69",12753,-1.15,0.178328337755227,0.109418282548476,-1.32832833775523,-1.25941828254848,0.885411540802781,1.76445617288357,1.58613441041735,-0.00505284367011538
"70",12754,0.78,0.170143190383274,0.107479224376731,0.609856809616726,0.672520775623269,0.882081333249636,0.371925328235892,0.452284193644923,-0.00434517657622757
"71",12755,1.05,0.167715747084856,0.107008310249307,0.882284252915144,0.942991689750693,0.882084191597202,0.778425502942034,0.889233326938866,-0.00339529491234114
"72",12758,-0.59,0.171504880525722,0.103656509695291,-0.761504880525722,-0.693656509695291,0.880522561692207,0.579889683064495,0.481159353442653,-0.0041359941794582
