,Date,actural_return,historic_mean,predicted_return,f_err,r_err,RMSE_diff,se_lm,se_mean,,,,
1814,2931,-0.3,-0.136421677,0.060470588,-0.163578323,-0.360470588,-0.008392193,0.026757868,0.129939045,,,,
1815,2932,0.84,-0.162085351,0.057970588,1.002085351,0.782029412,-0.008502722,1.00417505,0.611570001,,,,
1816,2933,-0.08,0.360260035,0.059558824,-0.440260035,-0.139558824,-0.008551131,0.193828898,0.019476665,,,,
1817,2934,0.26,0.016666735,0.059264706,0.243333265,0.200735294,-0.00855418,0.059211078,0.040294658,,,,
1818,2937,0.25,-0.190023048,0.060058824,0.440023048,0.189941176,-0.008597607,0.193620283,0.036077651,,,,
1819,2938,1.36,0.351790382,0.061147059,1.008209618,1.298852941,-0.008395621,1.016486634,1.687018963,,,,
1820,2939,-0.34,-0.028496852,0.066764706,-0.311503148,-0.406764706,-0.008372977,0.097034212,0.165457526,,,,
1821,2940,-0.46,-0.108688482,0.067617647,-0.351311518,-0.527617647,-0.008324886,0.123419782,0.278380381,,,,
1822,2941,0.65,0.056944298,0.065823529,0.593055702,0.584176471,-0.008324758,0.351715066,0.341262149,,,,
1823,2944,0.35,0.346860599,0.0655,0.003139401,0.2845,-0.008298743,9.86E-06,0.08094025,,,,
1824,2945,0.68,0.115038222,0.062794118,0.564961778,0.617205882,-0.008277543,0.31918181,0.380943101,,,,
1825,2946,0.57,0.399257253,0.063970588,0.170742747,0.506029412,-0.008208711,0.029153086,0.256065766,,,,
1826,2947,0.71,-0.288649794,0.062911765,0.998649794,0.647088235,-0.008373363,0.997301412,0.418723184,,,,
1827,2948,0.25,0.085082586,0.066029412,0.164917414,0.183970588,-0.008369054,0.027197753,0.033845177,,,,
1828,2951,-0.04,0.523737931,0.066852941,-0.563737931,-0.106852941,-0.008455619,0.317800455,0.011417551,,,,
1829,2952,1.22,0.568951694,0.066647059,0.651048306,1.153352941,-0.008187031,0.423863897,1.330223007,,,,
1830,2953,0.58,0.084019679,0.069705882,0.495980321,0.510294118,-0.008179958,0.245996479,0.260400087,,,,
1831,2954,-0.38,0.721263416,0.075852941,-1.101263416,-0.455852941,-0.008468373,1.212781112,0.207801904,,,,
1832,2955,0.02,-0.21472652,0.075411765,0.23472652,-0.055411765,-0.008481121,0.055096539,0.003070464,,,,
1833,2958,0.33,-0.206835562,0.075323529,0.536835562,0.254676471,-0.008543293,0.28819242,0.064860105,,,,
1834,2959,0.48,0.000278709,0.078411765,0.479721291,0.401588235,-0.008560465,0.230132517,0.161273111,,,,
1835,2960,-0.54,0.021189967,0.0815,-0.561189967,-0.6215,-0.008536473,0.314934179,0.38626225,,,,
1836,2961,0.04,0.153309773,0.082823529,-0.113309773,-0.042823529,-0.008537326,0.012839105,0.001833855,,,,
1837,2962,-0.08,0.260962613,0.084088235,-0.340962613,-0.164088235,-0.008560759,0.116255503,0.026924949,,,,
1838,2965,-0.15,-0.469360198,0.082088235,0.319360198,-0.232088235,-0.008572197,0.101990936,0.053864949,,,,
1839,2966,-0.16,-0.062246021,0.0835,-0.097753979,-0.2435,-0.008555337,0.00955584,0.05929225,,,,
1840,2967,-0.49,0.105466548,0.085941176,-0.595466548,-0.575941176,-0.008558739,0.35458041,0.331708239,,,,
1841,2968,0.64,-0.282373393,0.083794118,0.922373393,0.556205882,-0.008711909,0.850772677,0.309364984,,,,
1842,2969,-0.74,-0.068531294,0.084558824,-0.671468706,-0.824558824,-0.008641621,0.450870224,0.679897253,,,,
1843,2973,0.26,0.337670179,0.084088235,-0.077670179,0.175911765,-0.008632006,0.006032657,0.030944949,,,,
1844,2974,0.42,0.879857753,0.085176471,-0.459857753,0.334823529,-0.008658022,0.211469153,0.112106796,,,,
1845,2975,1.1,0.223283903,0.084352941,0.876716097,1.015647059,-0.008577131,0.768631115,1.031538948,,,,
1846,2976,-0.83,0.304342754,0.087470588,-1.134342754,-0.917470588,-0.008700766,1.286733483,0.84175228,,,,
1847,2979,-0.22,-0.382615643,0.086529412,0.162615643,-0.306529412,-0.008678715,0.026443847,0.09396028,,,,
1848,2980,0.86,0.125102229,0.087058824,0.734897771,0.772941176,-0.008658251,0.540074734,0.597438062,,,,
1849,2981,-0.07,0.424012223,0.092117647,-0.494012223,-0.162117647,-0.008718505,0.244048076,0.026282131,,,,
1850,2982,0.4,0.060435304,0.091411765,0.339564696,0.308588235,-0.008721668,0.115304183,0.095226699,,,,
1851,2983,-0.44,0.292386276,0.092176471,-0.732386276,-0.532176471,-0.008791351,0.536389657,0.283211796,,,,
1852,2986,0.54,-0.015774968,0.088264706,0.555774968,0.451735294,-0.008818553,0.308885815,0.204064776,,,,
1853,2987,0.77,0.481426815,0.090117647,0.288573185,0.679882353,-0.008706024,0.083274483,0.462240014,,,,
1854,2988,0.52,0.345790354,0.089529412,0.174209646,0.430470588,-0.008658664,0.030349001,0.185304927,,,,
1855,2989,1.48,-0.011187505,0.086941176,1.491187505,1.393058824,-0.008732378,2.223640176,1.940612886,,,,
1856,2990,0.25,0.15094166,0.095029412,0.09905834,0.154970588,-0.008725886,0.009812555,0.024015883,,,,
1857,2993,0.4,0.349235476,0.093852941,0.050764524,0.306147059,-0.008697138,0.002577037,0.093726022,,,,
1858,2994,0.55,0.174893119,0.098970588,0.375106881,0.451029412,-0.008676266,0.140705172,0.20342753,,,,
1859,2995,0.92,-0.327735988,0.104911765,1.247735988,0.815088235,-0.008927923,1.556845095,0.664368831,,,,
1860,2996,0.92,0.44128384,0.109735294,0.47871616,0.810264706,-0.00880131,0.229169162,0.656528894,,,,
1861,2997,1.19,0.582646205,0.112676471,0.607353795,1.077323529,-0.008569121,0.368878632,1.160625987,,,,
1862,3000,-0.6,-0.02815787,0.113382353,-0.57184213,-0.713382353,-0.00851341,0.327003422,0.508914381,,,,
1863,3001,0.48,-0.10455994,0.111705882,0.58455994,0.368294118,-0.008569733,0.341710324,0.135640557,,,,
1864,3002,0.35,-0.107397926,0.1145,0.457397926,0.2355,-0.008611267,0.209212863,0.05546025,,,,
1865,3003,-0.22,0.260735678,0.114058824,-0.480735678,-0.334058824,-0.008642835,0.231106792,0.111595298,,,,
1866,3007,0.71,0.215251416,0.113088235,0.494748584,0.596911765,-0.008607693,0.244776161,0.356303655,,,,
1867,3008,0.77,-0.045571262,0.110794118,0.815571262,0.659205882,-0.008670123,0.665156484,0.434552395,,,,
1868,3009,-0.81,0.144370968,0.114911765,-0.954370968,-0.924911765,-0.008681331,0.910823944,0.855461772,,,,
1869,3010,-0.23,0.137050094,0.111294118,-0.367050094,-0.341294118,-0.008683905,0.134725771,0.116481675,,,,
1870,3011,0.17,-0.264534287,0.110235294,0.434534287,0.059764706,-0.008734438,0.188820046,0.00357182,,,,
1871,3014,0.08,-0.081492614,0.112,0.161492614,-0.032,-0.008739249,0.026079864,0.001024,,,,
1872,3015,0.78,0.425841943,0.112088235,0.354158057,0.667911765,-0.008644264,0.125427929,0.446106125,,,,
1873,3016,0.82,0.041468226,0.113764706,0.778531774,0.706235294,-0.008671232,0.606111723,0.498768291,,,,
1874,3017,0.55,-0.046791901,0.117205882,0.596791901,0.432794118,-0.008716536,0.356160573,0.187310748,,,,
1875,3018,0.42,0.196580971,0.117676471,0.223419029,0.302323529,-0.008702149,0.049916062,0.091399516,,,,
1876,3021,-0.32,-0.164063273,0.121705882,-0.155936727,-0.441705882,-0.008650668,0.024316263,0.195104087,,,,
1877,3022,0.25,0.19734658,0.119588235,0.05265342,0.130411765,-0.008644266,0.002772383,0.017007228,,,,
1878,3023,0.44,0.326668803,0.116294118,0.113331197,0.323705882,-0.008615515,0.01284396,0.104785498,,,,
1879,3024,1.42,0.178826549,0.118088235,1.241173451,1.301911765,-0.008564806,1.540511536,1.694974243,,,,
1880,3025,0.41,-0.167113105,0.120117647,0.577113105,0.289882353,-0.008633118,0.333059536,0.084031779,,,,
1881,3028,-1.22,-0.158997305,0.119441176,-1.061002695,-1.339441176,-0.008436166,1.12572672,1.794102665,,,,
1882,3029,0.19,-0.021294326,0.113882353,0.211294326,0.076117647,-0.008444947,0.044645292,0.005793896,,,,
1883,3030,0.41,0.077337194,0.114382353,0.332662806,0.295617647,-0.008449088,0.110664543,0.087389793,,,,
1884,3031,1.02,-0.238139107,0.114941176,1.258139107,0.905058824,-0.008661503,1.582914012,0.819131474,,,,
1885,3032,1.05,0.194890171,0.119470588,0.855109829,0.930529412,-0.008618711,0.73121282,0.865884986,,,,
1886,3035,1.6,0.42772545,0.123647059,1.17227455,1.476352941,-0.008382416,1.374227621,2.179618007,,,,
1887,3036,-0.04,-0.006256697,0.129235294,-0.033743303,-0.169235294,-0.008372328,0.001138611,0.028640585,,,,
1888,3037,-0.53,0.253389826,0.130441176,-0.783389826,-0.660441176,-0.008419278,0.61369962,0.436182548,,,,
1889,3038,1.08,-0.294330118,0.129,1.374330118,0.951,-0.008693361,1.888783274,0.904401,,,,
1890,3039,0.91,0.763080682,0.130588235,0.146919318,0.779411765,-0.00852369,0.021585286,0.607482699,,,,
1891,3042,0.15,0.536170007,0.133470588,-0.386170007,0.016529412,-0.00856354,0.149127274,0.000273221,,,,
1892,3043,-0.19,0.129489936,0.129147059,-0.319489936,-0.319147059,-0.008561072,0.102073819,0.101854845,,,,
1893,3044,1.28,0.622305081,0.124264706,0.657694919,1.155735294,-0.008300071,0.432562606,1.33572407,,,,
1894,3045,1.05,0.693598743,0.127529412,0.356401257,0.922470588,-0.008091185,0.127021856,0.850951986,,,,
1895,3046,0.06,0.065972125,0.127294118,-0.005972125,-0.067294118,-0.00808777,3.57E-05,0.004528498,,,,
1896,3049,-0.29,-0.30592058,0.123764706,0.01592058,-0.413764706,-0.008036936,0.000253465,0.171201232,,,,
1897,3050,1.25,-0.191809884,0.120235294,1.441809884,1.129764706,-0.008258145,2.078815742,1.276368291,,,,
1898,3051,1.07,0.571267258,0.124705882,0.498732742,0.945294118,-0.008071844,0.248734348,0.893580969,,,,
1899,3052,0.98,0.799230658,0.130852941,0.180769342,0.849147059,-0.007873846,0.032677555,0.721050728,,,,
1900,3053,0.49,0.454582097,0.131205882,0.035417903,0.358794118,-0.007835527,0.001254428,0.128733219,,,,
1901,3056,0.91,0.289161915,0.131911765,0.620838085,0.778088235,-0.007770029,0.385439928,0.605421302,,,,
1902,3057,0.35,0.342116933,0.133147059,0.007883067,0.216852941,-0.007754643,6.21E-05,0.047025198,,,,
1903,3058,0.1,-0.073145102,0.135029412,0.173145102,-0.035029412,-0.007760701,0.029979226,0.00122706,,,,
1904,3059,0.38,-0.48764809,0.136705882,0.86764809,0.243294118,-0.007953818,0.752813208,0.059192028,,,,
1905,3060,0.89,-0.388181181,0.136676471,1.278181181,0.753323529,-0.008250358,1.633747131,0.56749634,,,,
1906,3063,-1.1,0.754919136,0.136205882,-1.854919136,-1.236205882,-0.008781841,3.440725002,1.528204984,,,,
1907,3064,-0.19,0.046361766,0.134647059,-0.236361766,-0.324647059,-0.008765346,0.055866884,0.105395713,,,,
1908,3065,-0.2,0.099980817,0.135676471,-0.299980817,-0.335676471,-0.008756377,0.089988491,0.112678693,,,,
1909,3066,0.6,0.175650573,0.134794118,0.424349427,0.465205882,-0.008743307,0.180072436,0.216416513,,,,
1910,3067,0.24,0.364489446,0.138411765,-0.124489446,0.101588235,-0.008742443,0.015497622,0.01032017,,,,
1911,3071,1.15,0.347590276,0.133852941,0.802409724,1.016147059,-0.008628394,0.643861365,1.032554845,,,,
1912,3072,0.51,0.44912837,0.138558824,0.06087163,0.371441176,-0.008588126,0.003705355,0.137968548,,,,
1913,3073,1.49,-0.081234436,0.1395,1.571234436,1.3505,-0.008761823,2.468777654,1.82385025,,,,
1914,3074,1.89,0.464530417,0.144970588,1.425469583,1.745029412,-0.008467917,2.031963531,3.045127648,,,,
1915,3077,-0.84,0.015813314,0.150470588,-0.855813314,-0.990470588,-0.008393641,0.732416428,0.981031986,,,,
1916,3078,0.14,-0.387099182,0.1475,0.527099182,-0.0075,-0.00846914,0.277833547,5.62E-05,,,,
1917,3079,0,0.480228711,0.145558824,-0.480228711,-0.145558824,-0.008525431,0.230619614,0.021187371,,,,
1918,3080,0.59,-0.126489134,0.142294118,0.716489134,0.447705882,-0.008610144,0.513356679,0.200440557,,,,
1919,3081,-0.22,0.401538355,0.143088235,-0.621538355,-0.363088235,-0.008678649,0.386309927,0.131833067,,,,
1920,3084,0.21,0.153427752,0.143558824,0.056572248,0.066441176,-0.008676038,0.003200419,0.00441443,,,,
1921,3085,-0.14,-0.682888931,0.143088235,0.542888931,-0.283088235,-0.008733482,0.294728392,0.080138949,,,,
1922,3086,-0.92,-0.437383029,0.140705882,-0.482616971,-1.060705882,-0.008479273,0.232919141,1.125096969,,,,
1923,3087,-0.53,-0.078710519,0.139588235,-0.451289481,-0.669588235,-0.008407654,0.203662196,0.448348405,,,,
1924,3088,-0.44,-0.381539061,0.139764706,-0.058460939,-0.579764706,-0.008311816,0.003417681,0.336127114,,,,
1925,3091,-1.31,-0.029097234,0.137794118,-1.280902766,-1.447794118,-0.00817748,1.640711896,2.096107807,,,,
1926,3092,-1.04,-0.418644825,0.134470588,-0.621355175,-1.174470588,-0.007895246,0.386082254,1.379381163,,,,
1927,3093,0.54,-0.490085668,0.132058824,1.030085668,0.407941176,-0.008141959,1.061076484,0.166416003,,,,
1928,3094,-0.21,0.43162645,0.131676471,-0.64162645,-0.341676471,-0.008221662,0.411684501,0.116742811,,,,
1929,3095,-1.66,0.363319433,0.129588235,-2.023319433,-1.789588235,-0.008459339,4.093821526,3.202626052,,,,
1930,3098,-0.19,-0.318767482,0.125941176,0.128767482,-0.315941176,-0.008433764,0.016581064,0.099818827,,,,
1931,3099,1.05,0.315937436,0.124823529,0.734062564,0.925176471,-0.008341339,0.538847848,0.855951502,,,,
1932,3100,0.66,0.463867141,0.127529412,0.196132859,0.532470588,-0.008270426,0.038468098,0.283524927,,,,
1933,3101,0.76,0.072765972,0.128941176,0.687234028,0.631058824,-0.008287852,0.472290609,0.398235239,,,,
1934,3102,0.05,0.04624792,0.132852941,0.00375208,-0.082852941,-0.008283791,1.41E-05,0.00686461,,,,
1935,3105,-1.5,-0.146612066,0.133411765,-1.353387934,-1.633411765,-0.008043147,1.831658899,2.668033993,,,,
1936,3107,0.6,-0.521816891,0.128529412,1.121816891,0.471470588,-0.008327698,1.258473136,0.222284516,,,,
1937,3108,0.48,0.425656573,0.128852941,0.054343427,0.351147059,-0.008291901,0.002953208,0.123304257,,,,
1938,3109,0.73,0.18241489,0.130352941,0.54758511,0.599647059,-0.008272328,0.299849453,0.359576595,,,,
1939,3112,0.96,0.397279364,0.132794118,0.562720636,0.827205882,-0.008166737,0.316654514,0.684269572,,,,
1940,3113,0.8,0.043705453,0.130235294,0.756294547,0.669764706,-0.00819768,0.571981442,0.448584761,,,,
1941,3114,1.29,0.48799122,0.132588235,0.80200878,1.157411765,-0.007999689,0.643218083,1.339601993,,,,
1942,3115,1.58,0.473895132,0.135852941,1.106104868,1.444147059,-0.007754374,1.223467979,2.085560728,,,,
1943,3116,0.34,0.361091056,0.142294118,-0.021091056,0.197705882,-0.007741609,0.000444833,0.039087616,,,,
1944,3119,-0.74,0.428869966,0.142823529,-1.168869966,-0.882823529,-0.0078999,1.366256997,0.779377384,,,,
1945,3120,1.28,-0.210473236,0.139294118,1.490473236,1.140705882,-0.008148749,2.221510467,1.30120991,,,,
1946,3121,0.05,0.941018719,0.144735294,-0.891018719,-0.094735294,-0.008363122,0.793914358,0.008974776,,,,
1947,3122,-0.87,-0.125124946,0.144176471,-0.744875054,-1.014176471,-0.008227834,0.554838846,1.028553913,,,,
1948,3123,-0.27,-0.100026333,0.141205882,-0.169973667,-0.411205882,-0.008186671,0.028891048,0.169090278,,,,
1949,3126,1.64,0.201775154,0.141617647,1.438224846,1.498382353,-0.00813045,2.068490708,2.245149676,,,,
1950,3127,0.21,0.550996924,0.146294118,-0.340996924,0.063705882,-0.008159246,0.116278902,0.004058439,,,,
1951,3128,1.45,0.480899113,0.148852941,0.969100887,1.301147059,-0.007945674,0.939156528,1.692983669,,,,
1952,3129,0.24,0.347517844,0.152558824,-0.107517844,0.087441176,-0.007944697,0.011560087,0.007645959,,,,
1953,3130,1.4,0.253268703,0.154382353,1.146731297,1.245617647,-0.007873971,1.314992667,1.551563323,,,,
1954,3133,0.62,0.403598282,0.158735294,0.216401718,0.461264706,-0.007825861,0.046829704,0.212765129,,,,
1955,3134,2.29,-0.207098498,0.162088235,2.497098498,2.127911765,-0.008281682,6.235500908,4.528008478,,,,
1956,3135,-0.47,0.737622748,0.17,-1.207622748,-0.64,-0.008565994,1.458352703,0.4096,,,,
1957,3136,0.22,-0.239838581,0.168117647,0.459838581,0.051882353,-0.008620988,0.21145152,0.002691779,,,,
1958,3137,0.16,0.462458843,0.172470588,-0.302458843,-0.012470588,-0.008643798,0.091481352,0.000155516,,,,
1959,3140,-0.14,-0.069124565,0.172823529,-0.070875435,-0.312823529,-0.008615923,0.005023327,0.097858561,,,,
1960,3141,0.38,0.169354991,0.170529412,0.210645009,0.209470588,-0.008613748,0.04437132,0.043877927,,,,
1961,3142,-0.3,0.254371045,0.174411765,-0.554371045,-0.474411765,-0.008633486,0.307327255,0.225066522,,,,
1962,3143,1.12,0.208846683,0.174941176,0.911153317,0.945058824,-0.008611789,0.830200367,0.89313618,,,,
1963,3144,-0.01,-0.105162941,0.177647059,0.095162941,-0.187647059,-0.008602354,0.009055985,0.035211419,,,,
1964,3147,0,-0.258850944,0.1775,0.258850944,-0.1775,-0.008609787,0.067003811,0.03150625,,,,
1965,3148,0.72,0.005338859,0.176558824,0.714661141,0.543441176,-0.008665703,0.510740547,0.295328312,,,,
1966,3149,0.88,0.247287376,0.175264706,0.632712624,0.704735294,-0.008635915,0.400325264,0.496651835,,,,
1967,3150,-0.06,-0.043511451,0.180117647,-0.016488549,-0.240117647,-0.008617902,0.000271872,0.057656484,,,,
1968,3151,-0.45,0.038852862,0.178205882,-0.488852862,-0.628205882,-0.008572214,0.238977121,0.394642631,,,,
1969,3154,-0.08,0.275139861,0.175588235,-0.355139861,-0.255588235,-0.008586463,0.126124321,0.065325346,,,,
1970,3155,1.82,0.25121911,0.177323529,1.56878089,1.642676471,-0.008512739,2.461073481,2.698385987,,,,
1971,3156,0.56,0.468770789,0.182617647,0.091229211,0.377382353,-0.008473672,0.008322769,0.14241744,,,,
1972,3157,-0.68,0.318280176,0.184441176,-0.998280176,-0.864441176,-0.00853757,0.996563311,0.747258548,,,,
1973,3158,0.02,-0.103272943,0.184852941,0.123272943,-0.164852941,-0.008532075,0.015196218,0.027176492,,,,
1974,3161,-0.86,-0.666100896,0.188470588,-0.193899104,-1.048470588,-0.008238122,0.037596862,1.099290574,,,,
1975,3162,0.62,-0.082828743,0.189117647,0.702828743,0.430882353,-0.008319498,0.493968242,0.185659602,,,,
1976,3163,0.44,0.097815471,0.191588235,0.342184529,0.248411765,-0.00833231,0.117090252,0.061708405,,,,
1977,3164,0.39,0.47848318,0.192117647,-0.08848318,0.197882353,-0.008321584,0.007829273,0.039157426,,,,
1978,3165,0.53,1.326267733,0.191911765,-0.796267733,0.338088235,-0.008460525,0.634042302,0.114303655,,,,
1979,3169,0.8,0.27755288,0.194176471,0.52244712,0.605823529,-0.008431903,0.272950993,0.367022149,,,,
1980,3170,1.3,0.568719801,0.194117647,0.731280199,1.105882353,-0.00823977,0.53477073,1.222975779,,,,
1981,3171,2.26,0.000195515,0.196323529,2.259804485,2.063676471,-0.008457374,5.106716311,4.258760575,,,,
1982,3172,0.99,1.015117816,0.200941176,-0.025117816,0.789058824,-0.008285056,0.000630905,0.622613827,,,,
1983,3175,0.51,0.65360394,0.202617647,-0.14360394,0.307382353,-0.008262714,0.020622092,0.094483911,,,,
1984,3176,0.15,0.46920978,0.206,-0.31920978,-0.056,-0.008287388,0.101894884,0.003136,,,,
1985,3177,-1.53,0.162373916,0.206852941,-1.692373916,-1.736852941,-0.008236671,2.864129471,3.016658139,,,,
1986,3178,-0.96,0.097852087,0.200323529,-1.057852087,-1.160323529,-0.008169849,1.119051039,1.346350693,,,,
1987,3179,-1.56,0.046567349,0.197264706,-1.606567349,-1.757264706,-0.008023402,2.581058648,3.087979247,,,,
1988,3182,-1.65,-0.371002469,0.192647059,-1.278997531,-1.842647059,-0.007538317,1.635834684,3.395348183,,,,
1989,3183,-1.76,0.401014094,0.184882353,-2.161014094,-1.944882353,-0.007767427,4.669981913,3.782567367,,,,
1990,3184,0.5,-0.581612206,0.178647059,1.081612206,0.321352941,-0.008052735,1.169884965,0.103267713,,,,
1991,3185,-0.54,0.036912142,0.179823529,-0.576912142,-0.719823529,-0.007999573,0.332827619,0.518145913,,,,
1992,3186,0.57,0.582166578,0.1765,-0.012166578,0.3935,-0.00795554,0.000148026,0.15484225,,,,
1993,3189,1.04,0.330003319,0.179882353,0.709996681,0.860117647,-0.007888372,0.504095287,0.739802367,,,,
1994,3190,-0.96,0.64822938,0.183176471,-1.60822938,-1.143176471,-0.008227604,2.586401738,1.306852443,,,,
1995,3191,0.33,0.120170052,0.182941176,0.209829948,0.147058824,-0.008231513,0.044028607,0.021626298,,,,
1996,3192,0.62,0.0144031,0.184735294,0.6055969,0.435264706,-0.008276654,0.366747605,0.189455364,,,,
1997,3193,-0.44,0.1344478,0.188029412,-0.5744478,-0.628029412,-0.008256319,0.329990275,0.394420942,,,,
1998,3196,-0.67,0.354492537,0.187294118,-1.024492537,-0.857294118,-0.008336987,1.049584958,0.734953204,,,,
1999,3197,0.31,0.117136705,0.186294118,0.192863295,0.123705882,-0.008340742,0.037196251,0.015303145,,,,
2000,3198,0.23,0.382557313,0.189382353,-0.152557313,0.040617647,-0.008344457,0.023273734,0.001649793,,,,
2001,3199,0.16,-0.004293456,0.189205882,0.164293456,-0.029205882,-0.008349384,0.02699234,0.000852984,,,,
2002,3200,0.65,0.69567692,0.190029412,-0.04567692,0.459970588,-0.008290586,0.002086381,0.211572942,,,,
2003,3203,-0.01,0.58020581,0.189411765,-0.59020581,-0.199411765,-0.00837118,0.348342898,0.039765052,,,,
2004,3204,0.77,0.451379327,0.190117647,0.318620673,0.579882353,-0.008305338,0.101519133,0.336263543,,,,
2005,3205,-0.15,-0.086416588,0.190735294,-0.063583412,-0.340735294,-0.008272951,0.00404285,0.116100541,,,,
2006,3206,-0.92,-0.08205199,0.188,-0.83794801,-1.108,-0.008127155,0.702156868,1.227664,,,,
2007,3207,-2.54,-0.245473891,0.185529412,-2.294526109,-2.725529412,-0.007529165,5.264850066,7.428510574,,,,
2008,3210,-2.23,-0.987132718,0.177352941,-1.242867282,-2.407352941,-0.006379351,1.544719082,5.795348183,,,,
2009,3211,-1.38,-1.012018318,0.17,-0.367981682,-1.55,-0.005767804,0.135410518,2.4025,,,,
2010,3212,-1.98,0.107071126,0.163529412,-2.087071126,-2.143529412,-0.005695017,4.355865883,4.594718339,,,,
2011,3213,-3.17,-1.460589546,0.156411765,-1.709410454,-3.326411765,-0.003508,2.922084099,11.06501523,,,,
2012,3214,-1.8,-1.439204765,0.144558824,-0.360795235,-1.944558824,-0.002531098,0.130173201,3.781309018,,,,
2013,3217,-1.05,0.05398382,0.138411765,-1.10398382,-1.188411765,-0.002477915,1.218780275,1.412322522,,,,
2014,3218,-0.39,0.157955484,0.134411765,-0.547955484,-0.524411765,-0.002483825,0.300255212,0.275007699,,,,
2015,3219,-2.46,0.259204393,0.133470588,-2.719204393,-2.593470588,-0.002655841,7.39407253,6.726089692,,,,
2016,3220,-2.74,-1.646116089,0.127088235,-1.093883911,-2.867088235,-0.000786833,1.196582011,8.220194949,,,,
2017,3221,-1.91,-2.665109341,0.118294118,0.755109341,-2.028294118,0.000153914,0.570190117,4.113977028,,,,
2018,3224,-2.02,-0.601419826,0.112529412,-1.418580174,-2.132529412,0.00082546,2.012369711,4.547681692,,,,
2019,3225,6.8,-0.55886915,0.107941176,7.35886915,6.692058824,-0.001633775,54.15295517,44.7836513,,,,
2020,3226,-0.28,3.27334908,0.128029412,-3.55334908,-0.408029412,-0.00487907,12.62628968,0.166488001,,,,
2021,3227,1.94,-0.054011118,0.127588235,1.994011118,1.812411765,-0.005053008,3.976080338,3.284836405,,,,
2022,3228,-0.55,1.028030072,0.132058824,-1.578030072,-0.682058824,-0.005576677,2.490178907,0.465204239,,,,
2023,3231,-2.38,0.400017043,0.130911765,-2.780017043,-2.510911765,-0.005934338,7.728494758,6.30467789,,,,
2024,3232,0.43,-1.134879605,0.124705882,1.564879605,0.305294118,-0.006542144,2.448848177,0.093204498,,,,
2025,3233,-0.06,-0.224606013,0.127058824,0.164606013,-0.187058824,-0.006538425,0.027095139,0.034991003,,,,
2026,3234,0.27,0.283250481,0.125205882,-0.013250481,0.144794118,-0.0065314,0.000175575,0.020965337,,,,
2027,3235,-0.78,0.147365788,0.124705882,-0.927365788,-0.904705882,-0.006539058,0.860007305,0.818492734,,,,
2028,3238,-2.28,0.212792412,0.124088235,-2.492792412,-2.404088235,-0.006639194,6.21401401,5.779640243,,,,
2029,3239,0.19,-0.984287048,0.115441176,1.174287048,0.074558824,-0.006991557,1.378950071,0.005559018,,,,
2030,3240,1.44,0.636772036,0.116529412,0.803227964,1.323470588,-0.00670154,0.645175162,1.751574398,,,,
2031,3241,1.19,-0.311669917,0.118882353,1.501669917,1.071117647,-0.00698296,2.25501254,1.147293014,,,,
2032,3242,0.45,1.081581427,0.124529412,-0.631581427,0.325470588,-0.007056423,0.398895099,0.105931104,,,,
2033,3245,-0.78,0.747219923,0.124441176,-1.527219923,-0.904441176,-0.007442509,2.332400693,0.818013842,,,,
2034,3246,1.01,-0.05740915,0.117529412,1.06740915,0.892470588,-0.007527169,1.139362293,0.796503751,,,,
2035,3247,1.1,0.290276094,0.119970588,0.809723906,0.980029412,-0.007445087,0.655652804,0.960457648,,,,
2036,3249,0.13,0.295317216,0.123529412,-0.165317216,0.006470588,-0.007450264,0.027329782,4.19E-05,,,,
2037,3252,-0.27,0.768324993,0.125235294,-1.038324993,-0.395235294,-0.007684729,1.07811879,0.156210938,,,,
2038,3253,-1.43,-0.518172119,0.124882353,-0.911827881,-1.554882353,-0.007271045,0.831430085,2.417659131,,,,
2039,3254,1.6,-1.090697689,0.125323529,2.690697689,1.474676471,-0.008562253,7.239854056,2.174670693,,,,
2040,3255,1.22,0.825273123,0.131941176,0.394726877,1.088058824,-0.008294414,0.155809308,1.183872003,,,,
2041,3256,0.17,1.197597213,0.135323529,-1.027597213,0.034676471,-0.008562151,1.055956032,0.001202458,,,,
2042,3259,0.93,-0.036777356,0.135235294,0.966777356,0.794764706,-0.008636051,0.934658457,0.631650938,,,,
2043,3260,-0.22,0.195738604,0.139382353,-0.415738604,-0.359382353,-0.008644799,0.172838587,0.129155676,,,,
2044,3261,-0.16,0.397705136,0.140235294,-0.557705136,-0.300235294,-0.008698903,0.311035019,0.090141232,,,,
2045,3262,-0.37,0.199566403,0.140470588,-0.569566403,-0.510470588,-0.008712465,0.324405887,0.260580221,,,,
2046,3263,0.31,-0.12447201,0.138441176,0.43447201,0.171558824,-0.008750943,0.188765928,0.02943243,,,,
2047,3266,-0.66,0.378403914,0.139676471,-1.038403914,-0.799676471,-0.008859267,1.078282688,0.639482458,,,,
2048,3267,-0.08,0.057332357,0.138882353,-0.137332357,-0.218882353,-0.00884958,0.018860176,0.047909484,,,,
2049,3268,-0.52,0.018924411,0.137382353,-0.538924411,-0.657382353,-0.008810255,0.290439521,0.432151558,,,,
2050,3269,-0.58,0.285691933,0.137147059,-0.865691933,-0.717147059,-0.00886682,0.749422522,0.514299904,,,,
2051,3270,-3.54,-0.183676084,0.135176471,-3.356323916,-3.675176471,-0.008263182,11.26491023,13.50692209,,,,
