"","Date","actural_return","predicted_return","historic_mean","f_err","r_err","RMSE_svm","se_svm","se_mean","RMSE_diff"
"1",12170,-0.04,0.190563395025781,0.19075,-0.230563395025781,-0.23075,0.230563395025781,0.0531594791258141,0.0532455625,0.000186604974219462
"2",12171,-0.03,0.186811397117654,0.1901108033241,-0.216811397117654,-0.2201108033241,0.223793052892536,0.0470071819201089,0.0484487657399805,0.00170010469764492
"3",12172,-0.99,0.189187111675906,0.185180055401662,-1.17918711167591,-1.17518005540166,0.704899261215977,1.39048224434257,1.38104816261385,-0.00187188127172588
"4",12173,0.05,0.182979489229509,0.184570637119114,-0.132979489229509,-0.134570637119114,0.614070934409094,0.017683544555741,0.0181092563746441,-0.00152466121243189
"5",12174,-1.19,0.182754999135876,0.182271468144044,-1.37275499913588,-1.37227146814404,0.823746166922404,1.88445628765254,1.88312898228221,-0.00106995728574688
"6",12177,-0.15,0.176516221519794,0.178614958448753,-0.326516221519794,-0.328614958448753,0.7636973201158,0.106612842915563,0.107987790916276,-0.000811513848247514
"7",12178,0.39,0.175068079738758,0.175484764542936,0.214931920261242,0.214515235457064,0.711697900482613,0.0461957303471848,0.0460167862431995,-0.000764378708986269
"8",12179,-1.12,0.178892029912192,0.17617728531856,-1.29889202991219,-1.29617728531856,0.808758138771176,1.68712050536942,1.68007555497579,-0.00113346870113373
"9",12180,1.62,0.173413091084075,0.174819944598338,1.44658690891593,1.44518005540166,0.902178320712699,2.09261368504693,2.08854539253075,-0.0011538263991604
"10",12181,1.14,0.174227165013346,0.170443213296399,0.965772834986654,0.969556786703601,0.908738062924296,0.932717168798159,0.940040362643012,-0.000627573125851155
"11",12184,-0.33,0.177056556231103,0.171939058171745,-0.507056556231103,-0.501939058171745,0.879832371497857,0.257106351216945,0.251942818118339,-0.000856240115540197
"12",12185,0.45,0.174442649429994,0.170193905817175,0.275557350570007,0.279806094182826,0.8461228670995,0.0759318534531615,0.0782914503418482,-0.000699852406070844
"13",12186,0.04,0.178631476739492,0.171024930747922,-0.138631476739492,-0.131024930747922,0.813837328344369,0.0192186863429724,0.0171675324774979,-0.000768667332397333
"14",12187,-0.06,0.179505738008175,0.172603878116343,-0.239505738008175,-0.232603878116343,0.786841269145451,0.0573629985388407,0.0541045641147628,-0.000886300339433155
"15",12188,1.19,0.16573909108366,0.172714681440443,1.02426090891634,1.01728531855956,0.804851082257253,1.04911040953413,1.03486941935682,-0.00139926245185906
"16",12191,0.95,0.185313849649098,0.179113573407202,0.764686150350902,0.770886426592798,0.802399677440214,0.584744908538482,0.594265882705013,-0.000944427444386275
"17",12192,-0.36,0.185538120978456,0.18180055401662,-0.545538120978456,-0.54180055401662,0.78960659300317,0.297611841440704,0.293547840332717,-0.00105482573436999
"18",12193,0.22,0.182184394315522,0.174653739612188,0.0378156056844779,0.0453462603878116,0.767411440390954,0.00143002003328392,0.00205628333115922,-0.00100233845308229
"19",12194,0.21,0.182911315618009,0.174238227146814,0.0270886843819905,0.0357617728531856,0.746969298882741,0.000733796821547097,0.00127890439760284,-0.000956341749764111
"20",12195,1,0.180081071737187,0.174903047091413,0.819918928262813,0.825096952908587,0.750785141865425,0.67226704892364,0.680784981699035,-0.000619950267783942
"21",12199,0.18,0.18006959789697,0.172299168975069,-6.95978969702249e-05,0.00770083102493074,0.732691274872549,4.84386726267804e-09,5.93027984745359e-05,-0.000603080976128711
"22",12200,-0.34,0.163361302798662,0.170360110803324,-0.503361302798662,-0.510360110803324,0.723845136341543,0.253372601155166,0.260467442699181,-0.000359789402154531
"23",12201,1.82,0.176058584343501,0.168476454293629,1.6439414156565,1.65152354570637,0.786557788833794,2.7025433781107,2.72753002202254,0.00037387112412024
"24",12202,0.99,0.178942737612873,0.172354570637119,0.811057262387127,0.817645429362881,0.787593815890589,0.657813882870901,0.66854404815801,0.000641478648546356
"25",12205,-0.27,0.184982693251413,0.174349030470914,-0.454982693251413,-0.444349030470914,0.777027816826571,0.20700925115831,0.197446060880441,0.000378207597041991
"26",12206,1.74,0.172191841078216,0.174681440443213,1.56780815892178,1.56531855955679,0.821638328777851,2.45802242318171,2.45022219289293,0.000161416695134919
"27",12207,0.36,0.186790104253281,0.183296398891967,0.173209895746719,0.176703601108033,0.806968028973909,0.0300016679845892,0.0312241626445469,0.000186312267490996
"28",12208,0.55,0.186537662506779,0.182631578947368,0.363462337493221,0.367368421052632,0.795398253010919,0.132104870776036,0.134959556786704,0.000246343764401691
"29",12209,-1.34,0.174282126115823,0.183047091412742,-1.51428212611582,-1.52304709141274,0.830610183321271,2.29305035747386,2.31967244266081,0.000780042605659892
"30",12212,1.46,0.186489888970693,0.177645429362881,1.27351011102931,1.28235457063712,0.849103704411633,1.62182800289388,1.64443324483391,0.0011808512925553
"31",12213,-0.39,0.186754527742025,0.189529085872576,-0.576754527742025,-0.579529085872576,0.841694887838888,0.332645785270927,0.335853961372304,0.00121422086172607
"32",12214,-0.31,0.186968245083085,0.180415512465374,-0.496968245083085,-0.490415512465374,0.833084184057549,0.246977436620962,0.240507374866675,0.00106725802129826
"33",12215,-0.18,0.172406043678808,0.18393351800554,-0.352406043678808,-0.36393351800554,0.822655092992602,0.12419001962135,0.132447605527889,0.0011999198445708
"34",12216,0.92,0.172162088936332,0.181024930747922,0.747837911063668,0.738975069252078,0.820551962868755,0.55926154122407,0.546084152976113,0.000931771258547931
"35",12219,-0.29,0.175936627193557,0.183905817174515,-0.465936627193557,-0.473905817174515,0.812570607897546,0.217096940560508,0.224586723551845,0.00104556325033633
