,Date,actural_return,historic_mean,predicted_return,f_err,r_err,RMSE_diff,se_lm,se_mean,,,
78,12279,0.24,-0.315936433,0.090583333,0.555936433,0.149416667,-0.150435892,0.309065317,0.02232534,,,
79,12282,-0.12,0.216497295,0.094333333,-0.336497295,-0.214333333,-0.149838385,0.113230429,0.045938778,,,
80,12283,1.69,0.368232432,0.094916667,1.321767568,1.595083333,-0.141773209,1.747069504,2.54429084,,,
81,12284,0.52,0.0830751,0.097055556,0.4369249,0.422944444,-0.140804349,0.190903368,0.178882003,,,
82,12285,0.34,0.214696196,0.094222222,0.125303804,0.245777778,-0.139629262,0.015701043,0.060406716,,,
83,12286,-0.83,-0.130921999,0.091361111,-0.699078001,-0.921361111,-0.135964927,0.488710051,0.848906297,,,
84,12289,0.94,-0.032307378,0.086111111,0.972307378,0.853888889,-0.135766155,0.945381638,0.729126235,,,
85,12290,-0.07,-0.041510234,0.081638889,-0.028489766,-0.151638889,-0.13482006,0.000811667,0.022994353,,,
86,12291,0.33,0.283641309,0.07675,0.046358691,0.25325,-0.133631041,0.002149128,0.064135563,,,
87,12292,-2.08,0.426376817,0.074111111,-2.506376817,-2.154111111,-0.138089653,6.28192475,4.640194679,,,
88,12293,-0.37,0.172824489,0.068611111,-0.542824489,-0.438611111,-0.137698218,0.294658425,0.192379707,,,
89,12297,0.51,0.600552907,0.062694444,-0.090552907,0.447305556,-0.135736854,0.008199829,0.20008226,,,
90,12298,0.45,0.195910261,0.062194444,0.254089739,0.387805556,-0.134406011,0.064561596,0.150393149,,,
91,12299,0.16,0.280567023,0.069833333,-0.120567023,0.090166667,-0.133692999,0.014536407,0.008130028,,,
92,12300,-0.04,-0.280570551,0.066333333,0.240570551,-0.106333333,-0.133200419,0.05787419,0.011306778,,,
93,12303,-1.17,-0.104788166,0.065472222,-1.065211834,-1.235472222,-0.129284335,1.134676251,1.526391612,,,
94,12304,-0.48,0.358875635,0.062361111,-0.838875635,-0.542361111,-0.130490161,0.703712331,0.294155575,,,
95,12305,-1.49,0.769042213,0.05475,-2.259042213,-1.54475,-0.141738391,5.103271722,2.386252563,,,
96,12306,0.17,0.541494182,0.047055556,-0.371494182,0.122944444,-0.141597414,0.138007928,0.015115336,,,
97,12307,0.74,0.116334403,0.044333333,0.623665597,0.695666667,-0.140024782,0.388958777,0.483952111,,,
98,12310,0.72,0.175118105,0.045055556,0.544881895,0.674944444,-0.138186151,0.296896279,0.455550003,,,
99,12311,-0.17,0.239221367,0.049583333,-0.409221367,-0.219583333,-0.138031809,0.167462127,0.04821684,,,
100,12312,0.32,0.252350444,0.045833333,0.067649556,0.274166667,-0.136941683,0.004576462,0.075167361,,,
101,12313,0.15,0.470097982,0.0525,-0.320097982,0.0975,-0.136703453,0.102462718,0.00950625,,,
102,12314,-0.21,-0.077063832,0.059194444,-0.132936168,-0.269194444,-0.135715383,0.017672025,0.072465649,,,
