,Date,actural_return,historic_mean,predicted_return,f_err,r_err,RMSE_diff,se_lm,se_mean,,
610,13539,0.61,-0.242614206,0.051972222,0.852614206,0.558027778,-0.074722459,0.726950984,0.311395001,,
611,13542,-1.59,-0.174641392,0.052583333,-1.415358608,-1.642583333,-0.07381077,2.003239989,2.698080007,,
612,13543,-0.05,-0.530573919,0.048527778,0.480573919,-0.098527778,-0.073950101,0.230951292,0.009707723,,
613,13544,0.27,-0.534603515,0.053611111,0.804603515,0.216388889,-0.074429376,0.647386817,0.046824151,,
614,13545,-0.15,-0.627224549,0.055583333,0.477224549,-0.205583333,-0.07453292,0.22774327,0.042264507,,
615,13546,0.22,0.234387473,0.053416667,-0.014387473,0.166583333,-0.074445173,0.000206999,0.027750007,,
616,13549,0.53,0.180168278,0.055222222,0.349831722,0.474777778,-0.074273469,0.122382234,0.225413938,,
617,13550,1.32,0.259600809,0.059222222,1.060399191,1.260777778,-0.073666063,1.124446445,1.589560605,,
618,13551,0.33,-0.1323862,0.067361111,0.4623862,0.262638889,-0.073731165,0.213800998,0.068979186,,
619,13552,0.44,0.458254474,0.067472222,-0.018254474,0.372527778,-0.073536052,0.000333226,0.138776945,,
620,13553,-0.23,0.119302144,0.066777778,-0.349302144,-0.296777778,-0.073500146,0.122011988,0.088077049,,
621,13556,-0.46,-0.565673849,0.066666667,0.105673849,-0.526666667,-0.073180002,0.011166962,0.277377778,,
622,13557,-0.37,-0.343888364,0.067277778,-0.026111636,-0.437277778,-0.072935177,0.000681818,0.191211855,,
623,13558,-0.3,0.066849014,0.064166667,-0.366849014,-0.364166667,-0.072867862,0.134578199,0.132617361,,
624,13559,0.16,0.182249461,0.065277778,-0.022249461,0.094722222,-0.072801155,0.000495039,0.008972299,,
625,13560,0.25,-0.571349214,0.064111111,0.821349214,0.185888889,-0.073312213,0.674614532,0.034554679,,
626,13564,0.61,-0.401283023,0.061944444,1.011283023,0.548055556,-0.073874168,1.022693353,0.300364892,,
627,13565,0.12,-0.140987994,0.064972222,0.260987994,0.055027778,-0.07387299,0.068114733,0.003028056,,
628,13566,0.12,0.061296986,0.065111111,0.058703014,0.054888889,-0.073814295,0.003446044,0.00301279,,
629,13567,-0.37,0.2642549,0.071861111,-0.6342549,-0.441861111,-0.073924109,0.402279278,0.195241242,,
630,13570,0.12,0.362278334,0.066888889,-0.242278334,0.053111111,-0.073914841,0.058698791,0.00282079,,
631,13571,-0.24,0.488146916,0.062583333,-0.728146916,-0.302583333,-0.074238236,0.530197932,0.091556674,,
632,13572,0.6,0.351103629,0.063861111,0.248896371,0.536138889,-0.073956477,0.061949404,0.287444908,,
633,13573,0.54,-0.148452307,0.063361111,0.688452307,0.476638889,-0.074098405,0.47396658,0.22718463,,
634,13574,0.57,-0.110003686,0.063361111,0.680003686,0.506638889,-0.074201335,0.462405013,0.256682964,,
635,13577,-0.19,-0.268731004,0.064777778,0.078731004,-0.254777778,-0.074085797,0.006198571,0.064911716,,
636,13578,-0.52,-0.221800614,0.063027778,-0.298199386,-0.583027778,-0.073778745,0.088922874,0.33992139,,
637,13579,-0.29,0.000479853,0.062388889,-0.290479853,-0.352388889,-0.073675808,0.084378545,0.124177929,,
638,13580,1.18,0.361426052,0.060666667,0.818573948,1.119333333,-0.073005289,0.670063308,1.252907111,,
639,13581,-0.3,-0.136558474,0.063944444,-0.163441526,-0.363944444,-0.072844658,0.026713132,0.132455559,,
640,13584,-0.14,-0.1072457,0.061916667,-0.0327543,-0.201916667,-0.072749614,0.001072844,0.04077034,,
641,13585,0.18,0.878795972,0.061361111,-0.698795972,0.118638889,-0.073108391,0.488315811,0.014075186,,
642,13586,0.09,-0.052068344,0.063972222,0.142068344,0.026027778,-0.073068497,0.020183414,0.000677445,,
643,13587,-0.2,-0.010459479,0.065722222,-0.189540521,-0.265722222,-0.072975687,0.035925609,0.070608299,,
644,13588,-0.89,0.179883941,0.060972222,-1.069883941,-0.950972222,-0.073058401,1.144651646,0.904348167,,
645,13591,-0.29,-0.919191818,0.056472222,0.629191818,-0.346472222,-0.073233508,0.395882344,0.120043001,,
646,13592,1.03,-0.203423397,0.052805556,1.233423397,0.977194444,-0.07359603,1.521333275,0.954908982,,
647,13593,0.19,0.234109275,0.054055556,-0.044109275,0.135944444,-0.073523265,0.001945628,0.018480892,,
648,13594,-0.13,-0.210343187,0.052638889,0.080343187,-0.182638889,-0.073440456,0.006455028,0.033356964,,
649,13595,-0.16,0.272031244,0.051972222,-0.432031244,-0.211972222,-0.073503636,0.186650996,0.044932223,,
650,13598,-0.06,-0.237561306,0.0535,0.177561306,-0.1135,-0.073462269,0.031528017,0.01288225,,
651,13599,0.11,0.623510804,0.053305556,-0.513510804,0.056694444,-0.073631825,0.263693346,0.00321426,,
652,13600,-1.99,-0.336699893,0.052694444,-1.653300107,-2.042694444,-0.072003898,2.733401243,4.172600593,,
653,13601,0.78,0.468207515,0.043916667,0.311792485,0.736083333,-0.07152294,0.097214553,0.541818674,,
654,13602,-1.07,-0.146844576,0.044444444,-0.923155424,-1.114444444,-0.071037663,0.852215936,1.24198642,,
655,13605,-1.12,-0.331295948,0.04325,-0.788704052,-1.16325,-0.070251691,0.622054082,1.353150563,,
656,13606,0.38,-0.404133922,0.038916667,0.784133922,0.341083333,-0.070618837,0.614866007,0.11633784,,
657,13607,-0.2,0.02893079,0.041305556,-0.22893079,-0.241305556,-0.070555724,0.052409307,0.058228371,,
658,13608,0.81,0.638560335,0.040888889,0.171439665,0.769111111,-0.069974946,0.029391559,0.591531901,,
659,13612,0.83,0.224992855,0.041305556,0.605007145,0.788694444,-0.069656144,0.366033645,0.622038927,,
660,13613,0.74,0.115044088,0.043527778,0.624955912,0.696472222,-0.069486709,0.390569892,0.485073556,,
661,13614,0.13,0.519771841,0.043611111,-0.389771841,0.086388889,-0.069557382,0.151922088,0.00746304,,
662,13615,-1.11,0.055474911,0.044027778,-1.165474911,-1.154027778,-0.069430189,1.358331768,1.331780112,,
663,13616,0.61,-0.18119921,0.042166667,0.79119921,0.567833333,-0.069613593,0.62599619,0.322434694,,
664,13619,0.43,-0.264383247,0.043722222,0.694383247,0.386277778,-0.069834303,0.482168094,0.149210522,,
665,13620,0.66,0.128340854,0.046555556,0.531659146,0.613444444,-0.069674446,0.282661448,0.376314086,,
666,13621,0.31,0.409668541,0.049388889,-0.099668541,0.260611111,-0.069567793,0.009933818,0.067918151,,
667,13622,0.17,0.271894406,0.048027778,-0.101894406,0.121972222,-0.069510715,0.01038247,0.014877223,,
668,13623,0.12,-0.365864064,0.047277778,0.485864064,0.072722222,-0.069654453,0.236063889,0.005288522,,
669,13626,0.43,0.112985162,0.046472222,0.317014838,0.383527778,-0.069552077,0.100498408,0.147093556,,
670,13627,-0.68,0.228809087,0.050833333,-0.908809087,-0.730833333,-0.069708766,0.825933957,0.534117361,,
671,13628,-1.21,-0.489743669,0.048583333,-0.720256331,-1.258583333,-0.068639959,0.518769183,1.584032007,,
672,13629,0.85,-0.156830716,0.045388889,1.006830716,0.804611111,-0.068852301,1.01370809,0.64739904,,
673,13630,-0.66,-0.03177718,0.047361111,-0.62822282,-0.707361111,-0.068676028,0.394663912,0.500359742,,
674,13633,-0.9,0.404462566,0.0425,-1.304462566,-0.9425,-0.069247143,1.701622585,0.88830625,,
675,13634,0.68,0.643041584,0.037388889,0.036958416,0.642611111,-0.068819757,0.001365925,0.41294904,,
676,13635,0.54,-0.204718919,0.037416667,0.744718919,0.502583333,-0.069004778,0.554606268,0.252590007,,
677,13636,0.43,0.557156354,0.035,-0.127156354,0.395,-0.06882515,0.016168738,0.156025,,
678,13637,0.16,0.636336169,0.034111111,-0.476336169,0.125888889,-0.068950404,0.226896145,0.015848012,,
679,13640,0.07,-0.359804229,0.032555556,0.429804229,0.037444444,-0.06905326,0.184731676,0.001402086,,
680,13641,-0.83,-0.197217296,0.029777778,-0.632782704,-0.859777778,-0.068665912,0.40041395,0.739217827,,
681,13642,1.07,-0.051702317,0.027916667,1.121702317,1.042083333,-0.068682513,1.258216088,1.085937674,,
682,13643,-0.53,0.436962887,0.0305,-0.966962887,-0.5605,-0.069128243,0.935017225,0.31416025,,
683,13644,-0.67,-0.246712676,0.031111111,-0.423287324,-0.701111111,-0.068782161,0.179172159,0.49155679,,
684,13647,0.17,0.572726296,0.029277778,-0.402726296,0.140722222,-0.0688491,0.16218847,0.019802744,,
685,13648,0.83,-0.076386652,0.025,0.906386652,0.805,-0.068897289,0.821536763,0.648025,,
686,13649,0.82,0.320893016,0.03075,0.499106984,0.78925,-0.068492348,0.249107781,0.622915563,,
687,13650,-0.44,0.107165499,0.034166667,-0.547165499,-0.474166667,-0.068488572,0.299390083,0.224834028,,
688,13651,0.16,-0.259451645,0.0305,0.419451645,0.1295,-0.068569646,0.175939682,0.01677025,,
689,13654,0.06,0.054839012,0.032194444,0.005160988,0.027805556,-0.068519195,2.66E-05,0.000773149,,
690,13655,0.15,0.113690261,0.030916667,0.036309739,0.119083333,-0.068457874,0.001318397,0.01418084,,
691,13656,0.47,0.191282741,0.030583333,0.278717259,0.439416667,-0.068299246,0.07768331,0.193087007,,
692,13657,0.43,-0.485114679,0.029944444,0.915114679,0.400055556,-0.068798646,0.837434876,0.160044448,,
693,13658,-0.56,0.226269174,0.031333333,-0.786269174,-0.591333333,-0.068946006,0.618219215,0.349675111,,
694,13662,1.74,0.370328614,0.027361111,1.369671386,1.712638889,-0.067820241,1.875999705,2.933131964,,
695,13663,1.05,0.347182888,0.034694444,0.702817112,1.015305556,-0.067258919,0.493951893,1.030845371,,
696,13664,0.11,-0.293341739,0.038111111,0.403341739,0.071888889,-0.067339654,0.162684558,0.005168012,,
697,13665,-0.72,-0.223794471,0.039055556,-0.496205529,-0.759055556,-0.066981115,0.246219927,0.576165336,,
698,13668,0.47,-0.355439679,0.03925,0.825439679,0.43075,-0.067326993,0.681350664,0.185545563,,
699,13669,-0.27,0.237462692,0.039055556,-0.507462692,-0.309055556,-0.067404963,0.257518384,0.095515336,,
700,13670,1.38,0.311118183,0.037777778,1.068881817,1.342222222,-0.06669528,1.14250834,1.801560494,,
701,13671,-0.71,0.150438897,0.043166667,-0.860438897,-0.753166667,-0.066750743,0.740355095,0.567260028,,
702,13672,-0.17,0.292417721,0.042666667,-0.462417721,-0.212666667,-0.066837648,0.213830149,0.045227111,,
703,13675,-1.93,0.05165061,0.039944444,-1.98165061,-1.969944444,-0.066567087,3.926939139,3.880681114,,
704,13676,-0.37,-0.007814051,0.033638889,-0.362185949,-0.403638889,-0.066483165,0.131178661,0.162924353,,
705,13677,-2.24,-0.009938193,0.029805556,-2.230061807,-2.269805556,-0.065951013,4.973175662,5.15201726,,
706,13678,-1.48,-0.140452223,0.023166667,-1.339547777,-1.503166667,-0.065382523,1.794388247,2.259510028,,
707,13679,0.63,-0.083594099,0.021555556,0.713594099,0.608444444,-0.065424163,0.509216539,0.370204642,,
708,13682,-0.32,-0.523307253,0.02175,0.203307253,-0.34175,-0.065309764,0.041333839,0.116793063,,
709,13683,-0.92,-0.203679503,0.0215,-0.716320497,-0.9415,-0.06490703,0.513115054,0.88642225,,
710,13684,0.89,0.19123148,0.018222222,0.69876852,0.871777778,-0.064594913,0.488277445,0.759996494,,
711,13685,-2.7,0.169890001,0.019333333,-2.869890001,-2.719333333,-0.064753718,8.236268621,7.394773778,,
712,13686,-0.4,0.026113138,0.013027778,-0.426113138,-0.413027778,-0.064706245,0.181572406,0.170591945,,
713,13689,0.73,0.035806558,0.007805556,0.694193442,0.722194444,-0.064596692,0.481904534,0.521564816,,
714,13690,2.29,0.110922924,0.009666667,2.179077076,2.280333333,-0.063872109,4.748376902,5.199920111,,
715,13691,-1.21,0.044047966,0.015527778,-1.254047966,-1.225527778,-0.063791359,1.5726363,1.501918334,,
716,13692,-0.85,-0.322679324,0.013666667,-0.527320676,-0.863666667,-0.063333077,0.278067095,0.745920111,,
717,13693,0.04,0.106224959,0.012833333,-0.066224959,0.027166667,-0.063291721,0.004385745,0.000738028,,
718,13696,-1.52,-0.214944301,0.013277778,-1.305055699,-1.533277778,-0.062597606,1.703170377,2.350940744,,
719,13697,-1.35,-0.529139265,0.010722222,-0.820860735,-1.360722222,-0.06152118,0.673812346,1.851564966,,
720,13699,-0.69,-0.398531531,0.005138889,-0.291468469,-0.695138889,-0.061138298,0.084953869,0.483218075,,
721,13700,1.89,-0.254355362,0.001083333,2.144355362,1.888916667,-0.061693661,4.598259919,3.568006174,,
722,13703,0.15,-0.11185036,0.006,0.26185036,0.144,-0.061686984,0.068565611,0.020736,,
723,13704,0,-0.230210341,0.00525,0.230210341,-0.00525,-0.061685547,0.052996801,2.76E-05,,
724,13705,1.58,0.223619548,0.006277778,1.356380452,1.573722222,-0.06100512,1.839767931,2.476601633,,
725,13706,-0.34,0.150882523,0.010138889,-0.490882523,-0.350138889,-0.061047889,0.240965651,0.122597242,,
726,13707,1.41,0.247020002,0.008055556,1.162979998,1.401944444,-0.060419061,1.352522475,1.965448225,,
727,13710,-0.02,0.448640386,0.01275,-0.468640386,-0.03275,-0.060546591,0.219623811,0.001072563,,
728,13711,-1.32,0.068576865,0.01225,-1.388576865,-1.33225,-0.060523216,1.928145711,1.774890063,,
729,13712,1.5,-0.47298839,0.007472222,1.97298839,1.492527778,-0.061637891,3.892683186,2.227639167,,
730,13713,0.03,-0.364366685,0.009611111,0.394366685,0.020388889,-0.06171482,0.155525082,0.000415707,,
731,13714,0.59,-0.48958694,0.009222222,1.07958694,0.580777778,-0.062288836,1.16550796,0.337302827,,
732,13717,0.81,-0.043010661,0.0115,0.853010661,0.7985,-0.06227857,0.727627188,0.63760225,,
733,13718,-0.73,0.632559421,0.009861111,-1.362559421,-0.739861111,-0.063205796,1.856568175,0.547394464,,
734,13719,0.24,0.404237762,0.007361111,-0.164237762,0.232638889,-0.063138842,0.026974042,0.054120853,,
735,13720,-1.53,0.040122285,0.00575,-1.570122285,-1.53575,-0.063040493,2.46528399,2.358528063,,
736,13721,-0.17,0.079926491,0.003805556,-0.249926491,-0.173805556,-0.063020455,0.062463251,0.030208371,,
737,13724,0.93,-0.003020611,0.003861111,0.933020611,0.926138889,-0.062937911,0.870527461,0.857733242,,
738,13725,-0.42,-0.30632714,0.00475,-0.11367286,-0.42475,-0.062757668,0.012921519,0.180412563,,
739,13726,-0.57,-1.245756158,0.00175,0.675756158,-0.57175,-0.062794867,0.456646385,0.326898063,,
740,13727,-0.05,0.259001728,0.002666667,-0.309001728,-0.052666667,-0.062822549,0.095482068,0.002773778,,
741,13728,-0.74,-0.126645716,0.005638889,-0.613354284,-0.745638889,-0.06261209,0.376203477,0.555977353,,
742,13731,2,-1.093622651,0.007138889,3.093622651,1.992861111,-0.066557234,9.570501108,3.971495408,,
743,13732,0.43,0.586366884,0.011666667,-0.156366884,0.418333333,-0.066388976,0.024450602,0.175002778,,
744,13733,0.03,1.282783775,0.010916667,-1.252783775,0.019083333,-0.067519938,1.569467186,0.000364174,,
745,13734,0.38,1.307529107,0.013555556,-0.927529107,0.366444444,-0.06800945,0.860310245,0.134281531,,
746,13735,-0.43,-1.470235626,0.010666667,1.040235626,-0.440666667,-0.068615046,1.082090157,0.194187111,,
747,13738,0.17,-0.002932545,0.007138889,0.172932545,0.162861111,-0.06856999,0.029905665,0.026523742,,
748,13739,0.75,0.237776265,0.005611111,0.512223735,0.744388889,-0.06827256,0.262373155,0.554114818,,
749,13740,0.4,0.09317202,0.010944444,0.30682798,0.389055556,-0.068175065,0.094143409,0.151364225,,
750,13741,-0.16,-0.61628336,0.013333333,0.45628336,-0.173333333,-0.068260341,0.208194505,0.030044444,,
751,13742,1.4,-0.44144586,0.012111111,1.84144586,1.387888889,-0.069183878,3.390922854,1.926235568,,
752,13745,0.48,-0.919264194,0.014861111,1.399264194,0.465138889,-0.070413991,1.957940285,0.216354186,,
753,13746,-0.72,0.045019179,0.016944444,-0.765019179,-0.736944444,-0.070364269,0.585254345,0.543087114,,
754,13747,-0.55,-0.163138642,0.016444444,-0.386861358,-0.566444444,-0.070171051,0.14966171,0.320859309,,
755,13748,1.25,0.209163869,0.016111111,1.040836131,1.233888889,-0.069705791,1.083339851,1.52248179,,
756,13749,0.1,0.135357449,0.018888889,-0.035357449,0.081111111,-0.069655339,0.001250149,0.006579012,,
757,13752,0.64,0.10438236,0.018111111,0.53561764,0.621888889,-0.06951186,0.286886256,0.38674579,,
758,13753,0.04,0.693166818,0.016861111,-0.653166818,0.023138889,-0.069779373,0.426626892,0.000535408,,
759,13754,-0.88,0.15545175,0.015527778,-1.03545175,-0.895527778,-0.069882143,1.072160326,0.801970001,,
760,13755,0.53,0.160721789,0.013333333,0.369278211,0.516666667,-0.069723807,0.136366397,0.266944444,,
761,13756,-0.59,-0.096135098,0.016277778,-0.493864902,-0.606277778,-0.069564608,0.243902541,0.367572744,,
762,13760,-0.13,-0.193064077,0.016638889,0.063064077,-0.146638889,-0.069504782,0.003977078,0.021502964,,
763,13761,0.64,0.150765667,0.02225,0.489234333,0.61775,-0.069331595,0.239350233,0.381615063,,
764,13762,-0.08,-0.498172975,0.027916667,0.418172975,-0.107916667,-0.069404882,0.174868637,0.011646007,,
765,13763,-2.23,0.451805006,0.030527778,-2.681805006,-2.260527778,-0.070561824,7.19207809,5.109985834,,
766,13766,0.81,0.38010069,0.025361111,0.42989931,0.784638889,-0.070164943,0.184813417,0.615658186,,
767,13767,0.32,-0.407904743,0.029944444,0.727904743,0.290055556,-0.070437357,0.529845316,0.084132225,,
768,13768,-1.58,-0.329861309,0.031916667,-1.250138691,-1.611916667,-0.069482626,1.562846748,2.59827534,,
769,13769,-0.79,0.10333667,0.026222222,-0.89333667,-0.816222222,-0.069492431,0.798050405,0.666218716,,
770,13770,1.03,0.755161594,0.026555556,0.274838406,1.003444444,-0.068713814,0.07553615,1.006900753,,
771,13773,0.1,-0.012698821,0.029805556,0.112698821,0.070194444,-0.068674556,0.012701024,0.00492726,,
772,13774,-0.25,0.142054974,0.031194444,-0.392054974,-0.281194444,-0.068679188,0.153707102,0.079070316,,
773,13775,0.8,-0.280491663,0.028222222,1.080491663,0.771777778,-0.069011179,1.167462233,0.595640938,,
774,13776,-1.99,-0.249418247,0.029361111,-1.740581753,-2.019361111,-0.067971136,3.02962484,4.077819297,,
775,13777,0.52,-0.850168574,0.029277778,1.370168574,0.490722222,-0.069086592,1.877361923,0.240808299,,
776,13780,-1.27,0.092941147,0.027972222,-1.362941147,-1.297972222,-0.069065639,1.857608571,1.68473189,,
777,13781,0.65,-0.153461679,0.019638889,0.803461679,0.630361111,-0.069174905,0.64555067,0.39735513,,
778,13782,-2.66,0.457991469,0.021166667,-3.117991469,-2.681166667,-0.070503749,9.721870798,7.188654694,,
779,13783,-2.03,-0.661042075,0.020166667,-1.368957925,-2.050166667,-0.068564344,1.8740458,4.203183361,,
780,13784,-1.78,-0.305013523,0.015166667,-1.474986477,-1.795166667,-0.067597169,2.175585107,3.222623361,,
781,13787,-0.97,-0.157543179,0.012111111,-0.812456821,-0.982111111,-0.067284915,0.660086087,0.964542235,,
782,13788,1.65,0.801321175,0.011638889,0.848678825,1.638361111,-0.065710682,0.720255747,2.68422713,,
783,13789,-1.2,0.264574909,0.017,-1.464574909,-1.217,-0.066053811,2.144979666,1.481089,,
784,13790,-0.62,-0.416920439,0.021194444,-0.203079561,-0.641194444,-0.065729687,0.041241308,0.411130316,,
785,13791,0.09,-0.11438239,0.024,0.20438239,0.066,-0.065713798,0.041772161,0.004356,,
786,13794,-1.77,-0.088015483,0.022861111,-1.681984517,-1.792861111,-0.065227876,2.829071914,3.214350964,,
787,13795,-1.03,0.36977414,0.010638889,-1.39977414,-1.040638889,-0.06573962,1.959367643,1.082929297,,
788,13796,-0.7,-0.041599092,0.008861111,-0.658400908,-0.708861111,-0.065622589,0.433491756,0.502484075,,
789,13797,1.88,0.223295047,0.00925,1.656704953,1.87075,-0.06486798,2.744671301,3.499705563,,
790,13798,-1.48,-0.219485884,0.014472222,-1.260514116,-1.494472222,-0.064261465,1.588895837,2.233447223,,
791,13801,0.32,-0.511020278,0.005805556,0.831020278,0.314194444,-0.064625822,0.690594702,0.098718149,,
792,13802,2.66,0.496109776,0.00725,2.163890224,2.65275,-0.062593533,4.682420902,7.037082563,,
793,13803,-0.55,0.432092344,0.014666667,-0.982092344,-0.564666667,-0.0629829,0.964505371,0.318848444,,
794,13804,-0.43,-0.482917415,0.013777778,0.052917415,-0.443777778,-0.062799532,0.002800253,0.196938716,,
795,13805,-1.43,-0.292863712,0.016666667,-1.137136288,-1.446666667,-0.062104434,1.293078937,2.092844444,,
796,13808,-0.67,0.749025394,0.012638889,-1.419025394,-0.682638889,-0.063104434,2.013633069,0.465995853,,
797,13809,0.64,-0.29317625,0.003972222,0.93317625,0.636027778,-0.063363843,0.870817914,0.404531334,,
798,13810,1.39,-0.582607415,0.004277778,1.972607415,1.385722222,-0.064573221,3.891180012,1.920226077,,
799,13811,0.24,0.814702074,0.007194444,-0.574702074,0.232805556,-0.064718346,0.330282474,0.054198427,,
800,13812,0.06,1.135238253,0.010805556,-1.075238253,0.049194444,-0.065463919,1.156137301,0.002420093,,
801,13815,-1.57,-0.351944426,0.011055556,-1.218055574,-1.581055556,-0.064602093,1.483659381,2.49973667,,
802,13816,0.37,-0.19663873,0.009527778,0.56663873,0.360472222,-0.064684985,0.32107945,0.129940223,,
803,13817,-0.91,0.369780556,0.013388889,-1.279780556,-0.923388889,-0.065133448,1.63783827,0.85264704,,
804,13818,-1.78,0.425325203,0.008361111,-2.205325203,-1.788361111,-0.066053247,4.863459251,3.198235464,,
805,13819,-2.82,-0.382712351,0.007944444,-2.437287649,-2.827944444,-0.064218053,5.940371084,7.997269781,,
806,13822,0.83,-0.010177041,0.00475,0.840177041,0.82525,-0.064160772,0.705897461,0.681037563,,
807,13823,0.37,-0.021783463,0.010666667,0.391783463,0.359333333,-0.064130895,0.153494282,0.129120444,,
808,13824,0.61,-0.045996909,0.0125,0.655996909,0.5975,-0.064122488,0.430331945,0.35700625,,
809,13825,1.55,-0.022161446,0.014,1.572161446,1.536,-0.064040423,2.471691614,2.359296,,
810,13826,0.83,0.223482675,0.013333333,0.606517325,0.816666667,-0.063768028,0.367863265,0.666944444,,
811,13829,0.74,0.643068647,0.019333333,0.096931353,0.720666667,-0.06336272,0.009395687,0.519360444,,
812,13830,-2.12,0.280294271,0.025861111,-2.400294271,-2.145861111,-0.063867366,5.761412587,4.604719908,,
813,13831,0.25,0.605635717,0.014972222,-0.355635717,0.235027778,-0.063872651,0.126476763,0.055238056,,
814,13832,-0.95,0.687941222,0.015194444,-1.637941222,-0.965194444,-0.064947959,2.682851447,0.931600316,,
815,13833,-0.49,-0.463775405,0.011861111,-0.026224595,-0.501861111,-0.064729367,0.000687729,0.251864575,,
816,13836,-0.99,0.183262726,0.013722222,-1.173262726,-1.003722222,-0.064883617,1.376545424,1.007458299,,
817,13837,-2.68,-1.107395674,0.008333333,-1.572604326,-2.688333333,-0.061359819,2.473084366,7.227136111,,
818,13838,-1.24,0.4040479,0.00025,-1.6440479,-1.24025,-0.062016744,2.702893497,1.538220063,,
819,13840,-1.54,0.18326569,-0.000138889,-1.72326569,-1.539861111,-0.0622603,2.969644638,2.371172242,,
820,13843,-0.27,-0.346061377,-0.006388889,0.076061377,-0.263611111,-0.06217732,0.005785333,0.069490818,,
821,13844,1.72,0.848068171,-0.006055556,0.871931829,1.726055556,-0.060549005,0.760265114,2.979267781,,
822,13845,-2.02,-0.114044394,-0.000638889,-1.905955606,-2.019361111,-0.060036977,3.632666774,4.077819297,,
823,13846,1.65,0.190219368,-0.004833333,1.459780632,1.654833333,-0.059482514,2.130959495,2.738473361,,
824,13847,-1.7,1.113710951,0.001805556,-2.813710951,-1.701805556,-0.062573215,7.916969314,2.896142149,,
825,13850,0.15,0.437180137,-0.002083333,-0.287180137,0.152083333,-0.062572588,0.082472431,0.02312934,,
826,13851,-2.06,-0.127995029,-0.003722222,-1.932004971,-2.056277778,-0.062020656,3.732643208,4.228278299,,
827,13852,-1.02,0.181659929,-0.006833333,-1.201659929,-1.013166667,-0.062205164,1.443986585,1.026506694,,
828,13853,-2.2,0.832482203,-0.010416667,-3.032482203,-2.189583333,-0.064767822,9.19594831,4.794275174,,
829,13854,0.77,0.123590601,-0.021388889,0.646409399,0.791388889,-0.064566203,0.417845111,0.626296373,,
830,13857,2.3,0.340663542,-0.024166667,1.959336458,2.324166667,-0.063281444,3.838999357,5.401750694,,
831,13858,-0.11,-0.290881441,-0.020972222,0.180881441,-0.089027778,-0.063258769,0.032718096,0.007925945,,
832,13859,1.71,-0.345397893,-0.023305556,2.055397893,1.733305556,-0.063858277,4.2246605,3.004348149,,
833,13860,0.8,0.709500979,-0.016305556,0.090499021,0.816305556,-0.063372508,0.008190073,0.66635476,,
834,13861,-0.41,-0.025645769,-0.015666667,-0.384354231,-0.394333333,-0.063322525,0.147728175,0.155498778,,
835,13864,0.94,0.904826494,-0.015611111,0.035173506,0.955611111,-0.062666293,0.001237176,0.913192596,,
836,13865,2.07,-0.842588982,-0.013055556,2.912588982,2.083055556,-0.065044773,8.48317458,4.339120448,,
837,13866,-0.61,-0.104975186,-0.008222222,-0.505024814,-0.601777778,-0.064921912,0.255050063,0.362136494,,
838,13867,-1.67,-1.270111881,-0.012333333,-0.399888119,-1.657666667,-0.063133304,0.159910508,2.747858778,,
839,13868,-0.87,-0.531458675,-0.020305556,-0.338541325,-0.849694444,-0.062682374,0.114610229,0.721980649,,
840,13871,0.08,0.050297296,-0.025972222,0.029702704,0.105972222,-0.062638065,0.000882251,0.011230112,,
841,13873,0.1,-0.3594276,-0.0255,0.4594276,0.1255,-0.062722533,0.21107372,0.01575025,,
842,13874,0.79,-0.647093481,-0.025666667,1.437093481,0.815666667,-0.06353182,2.065237674,0.665312111,,
843,13875,-0.16,-0.496659944,-0.0235,0.336659944,-0.1365,-0.063552491,0.113339918,0.01863225,,
844,13878,1.89,-0.331258806,-0.019777778,2.221258806,1.909777778,-0.06415346,4.933990685,3.64725116,,
845,13880,-1.49,-0.126503054,-0.012666667,-1.363496946,-1.477333333,-0.063816532,1.859123923,2.182513778,,
846,13881,-0.25,-0.974176785,-0.018805556,0.724176785,-0.231194444,-0.064068925,0.524432016,0.053450871,,
847,13882,-0.41,0.091304775,-0.01925,-0.501304775,-0.39075,-0.064085451,0.251306477,0.152685563,,
848,13885,0.03,-0.037224525,-0.024777778,0.067224525,0.054777778,-0.064048461,0.004519137,0.003000605,,
849,13886,-0.21,-0.836675977,-0.026861111,0.626675977,-0.183138889,-0.064231805,0.39272278,0.033539853,,
850,13887,-0.65,-0.099619308,-0.028027778,-0.550380692,-0.621972222,-0.064124695,0.302918906,0.386849445,,
851,13888,1.28,0.38253467,-0.02975,0.89746533,1.30975,-0.06344772,0.805444019,1.715445063,,
852,13889,0.55,0.580813988,-0.026805556,-0.030813988,0.576805556,-0.063190741,0.000949502,0.332704649,,
853,13892,0.65,-1.07246368,-0.024972222,1.72246368,0.674972222,-0.064683142,2.966881128,0.455587501,,
854,13893,-1.01,-0.033453263,-0.026361111,-0.976546737,-0.983638889,-0.064593225,0.95364353,0.967545464,,
855,13894,-2.29,0.717469036,-0.027277778,-3.007469036,-2.262722222,-0.066731465,9.044870003,5.119911855,,
856,13895,-1.56,-0.810971253,-0.031583333,-0.749028747,-1.528416667,-0.065501138,0.561044064,2.336057507,,
857,13896,-0.3,-0.045232118,-0.038277778,-0.254767882,-0.261722222,-0.065457638,0.064906674,0.068498522,,
858,13900,0.39,-0.208686264,-0.039527778,0.598686264,0.429527778,-0.065517365,0.358425242,0.184494112,,
