"","Date","actural_return","predicted_return","historic_mean","f_err","r_err","RMSE_rf","se_rf","se_mean","RMSE_diff"
"1",12170,-2.15,0.720318086056212,0.0636388888888889,-2.87031808605621,-2.21363888888889,2.87031808605621,8.2387259151414,4.90019713040123,-0.656679197167323
"2",12171,-0.87,0.195532123574067,0.0657340720221607,-1.06553212357407,-0.935734072022161,2.16495780807729,1.13535870636826,0.875598253543174,-0.465576246457828
"3",12172,0.8,0.312125690850551,0.0631301939058172,0.487874309149449,0.736869806094183,1.78998193315256,0.238021341528052,0.542977111133279,-0.338686822446528
"4",12173,-0.88,-0.21932681782826,0.0659556786703601,-0.66067318217174,-0.94595567867036,1.58497594750509,0.436489053640933,0.894832146008702,-0.24206822160893
"5",12174,-1.43,0.702025641025641,0.0668698060941828,-2.13202564102564,-1.49686980609418,1.70845710222232,4.5455333339908,2.24061921639644,-0.333377187636784
"6",12177,-0.87,0.328288964390414,0.069584487534626,-1.19828896439041,-0.939584487534626,1.63452464001257,1.43589644217985,0.882819009215706,-0.321954459876249
"7",12178,0.29,-0.188492604563193,0.0730747922437673,0.478492604563193,0.216925207756233,1.52404442968002,0.228955172621668,0.0470565457600847,-0.306077774467996
"8",12179,1.01,0.267563088296643,0.07398891966759,0.742436911703357,0.93601108033241,1.44957720272717,0.551212567859618,0.876116742505045,-0.263184763704373
"9",12180,-1.16,0.425888538439462,0.0731301939058172,-1.58588853843946,-1.23313019390582,1.46534921850975,2.51504245635365,1.5206100751222,-0.273673170524027
"10",12181,0.78,-0.0862768916476782,0.0681440443213296,0.866276891647678,0.71185595567867,1.41688639779931,0.750435653002763,0.506738901635193,-0.264169384316769
"11",12184,-0.13,0.471988592657343,0.0642936288088643,-0.601988592657343,-0.194293628808864,1.36308676801044,0.362390265689568,0.0377500141957167,-0.262454092685726
"12",12185,-0.9,0.196300298552023,0.0625484764542936,-1.09630029855202,-0.962548476454294,1.34288046294094,1.20187434460525,0.926499569524482,-0.253086341885609
"13",12186,-0.54,-0.0497275828460039,0.06601108033241,-0.490272417153996,-0.60601108033241,1.29734350756293,0.240367043022022,0.367249429485655,-0.236898602929213
"14",12187,0.98,0.322562563323202,0.069196675900277,0.657437436676798,0.910803324099723,1.26243886073029,0.432223983144159,0.829562695191105,-0.211975465022134
"15",12188,1.73,-0.281185563456152,0.0674792243767313,2.01118556345615,1.66252077562327,1.32557895904148,4.04486737065444,2.763975329379,-0.223683556579674
"16",12191,0.46,-0.292121152002551,0.0721052631578947,0.752121152002551,0.387894736842105,1.29718637532093,0.565686227289645,0.150462326869806,-0.225882715744
"17",12192,-0.06,-0.15914415954416,0.0697506925207756,0.0991441595441596,-0.129750692520776,1.25868534220207,0.00982956437171778,0.0168352422096209,-0.218891818055358
"18",12193,0.23,-0.675379653679654,0.0699445983379501,0.905379653679654,0.16005540166205,1.2416973544029,0.81971231729709,0.0256177316012001,-0.230495718554143
"19",12194,-1.02,0.20459501760793,0.0670637119113573,-1.22459501760793,-1.08706371191136,1.24080310826053,1.49963295715017,1.1817075137545,-0.225467411014696
"20",12195,1.47,0.268247544725806,0.0670637119113573,1.20175245527419,1.40293628808864,1.2388798101444,1.44420896375755,1.96823022843594,-0.200721459689905
"21",12199,-0.13,0.249094819715828,0.070415512465374,-0.379094819715828,-0.200415512465374,1.21184975813254,0.143712882335376,0.0401663776367585,-0.197767447441063
"22",12200,1.12,-0.0441632602840289,0.0754847645429363,1.16416326028403,1.04451523545706,1.20972297089043,1.35527609659514,1.09101207710193,-0.19423755926103
"23",12201,-0.04,0.151128958504182,0.0812465373961219,-0.191128958504182,-0.121246537396122,1.18380343068209,0.0365302787788935,0.0147007228305492,-0.190317377084498
"24",12202,0.59,0.865304677206851,0.0784487534626039,-0.275304677206851,0.511551246537396,1.16024019788056,0.0757926652919686,0.261684677833964,-0.18208251061478
"25",12205,0.61,0.265730234926641,0.089196675900277,0.344269765073359,0.520803324099723,1.1388818599629,0.118521671143666,0.271236102393321,-0.174843371723664
"26",12206,0.8,0.108660769230769,0.0840443213296399,0.691339230769231,0.71595567867036,1.12496576368101,0.477949932000592,0.512592533820336,-0.169277374975196
"27",12207,0.22,0.188658288644139,0.0859279778393352,0.0313417113558606,0.134072022160665,1.10395298995264,0.000982302870714082,0.0179753071262498,-0.165774632687264
"28",12208,0.1,0.645328461501705,0.085983379501385,-0.545328461501705,0.014016620498615,1.08894793000939,0.297383130923817,0.000196465650202193,-0.167671263856049
"29",12209,-0.5,0.213493280093914,0.0869806094182825,-0.713493280093914,-0.586980609418283,1.07817990470447,0.509072660739172,0.344546235833058,-0.166388078179884
"30",12212,0.55,0.0658733790655344,0.0810249307479224,0.484126620934466,0.468975069252078,1.06373655707049,0.234378585097424,0.219937615579991,-0.163190364877951
"31",12213,0.18,0.502085334464439,0.0713850415512465,-0.322085334464439,0.108614958448753,1.04803661054193,0.103738962677069,0.0117972091988244,-0.1619196638915
"32",12214,-0.88,0.676295710955711,0.0760941828254848,-1.55629571095571,-0.956094182825485,1.06758868466602,2.42205633993914,0.914116086432731,-0.179201511472971
"33",12215,0.24,0.312897275913725,0.0677008310249307,-0.0728972759137252,0.172299168975069,1.05136524808255,0.00531401283564178,0.0296870036294995,-0.176028020816712
"34",12216,0.01,-0.0814611118383525,0.0671468144044321,0.0914611118383525,-0.0571468144044321,1.03590736492325,0.00836513497870762,0.00326575839657461,-0.173483124672821
"35",12219,0.53,0.437770488098541,0.0588642659279778,0.0922295119014588,0.471135734072022,1.021120457687,0.00850628286558133,0.221968879919583,-0.167383491407039
